Material,Z_Average,Z_Weighted_Average,Z_Max,Z_Min,Z_Std_dev,Z_Weighted_Std_dev,Electronegativity_Average,Electronegativity_Weighted_Average,Electronegativity_Max,Electronegativity_Min,Electronegativity_Std_dev,Electronegativity_Weighted_Std_dev,IonizationPotential_Average,IonizationPotential_Weighted_Average,IonizationPotential_Max,IonizationPotential_Min,IonizationPotential_Std_dev,IonizationPotential_Weighted_Std_dev,ElectronAffinity_Average,ElectronAffinity_Weighted_Average,ElectronAffinity_Max,ElectronAffinity_Min,ElectronAffinity_Std_dev,ElectronAffinity_Weighted_Std_dev,HOMO_Average,HOMO_Weighted_Average,HOMO_Max,HOMO_Min,HOMO_Std_dev,HOMO_Weighted_Std_dev,LUMO_Average,LUMO_Weighted_Average,LUMO_Max,LUMO_Min,LUMO_Std_dev,LUMO_Weighted_Std_dev,r_s_orbital_Average,r_s_orbital_Weighted_Average,r_s_orbital_Max,r_s_orbital_Min,r_s_orbital_Std_dev,r_s_orbital_Weighted_Std_dev,r_p_orbital_Average,r_p_orbital_Weighted_Average,r_p_orbital_Max,r_p_orbital_Min,r_p_orbital_Std_dev,r_p_orbital_Weighted_Std_dev,r_atomic_nonbonded_Average,r_atomic_nonbonded_Weighted_Average,r_atomic_nonbonded_Max,r_atomic_nonbonded_Min,r_atomic_nonbonded_Std_dev,r_atomic_nonbonded_Weighted_Std_dev,r_valence_lastorbital_Average,r_valence_lastorbital_Weighted_Average,r_valence_lastorbital_Max,r_valence_lastorbital_Min,r_valence_lastorbital_Std_dev,r_valence_lastorbital_Weighted_Std_dev,Valence_Average,Valence_Weighted_Average,Valence_Max,Valence_Min,Valence_Std_dev,Valence_Weighted_Std_dev,PeriodicColumn_upto18_Average,PeriodicColumn_upto18_Weighted_Average,PeriodicColumn_upto18_Max,PeriodicColumn_upto18_Min,PeriodicColumn_upto18_Std_dev,PeriodicColumn_upto18_Weighted_Std_dev,NumberUnfilledOrbitals_Average,NumberUnfilledOrbitals_Weighted_Average,NumberUnfilledOrbitals_Max,NumberUnfilledOrbitals_Min,NumberUnfilledOrbitals_Std_dev,NumberUnfilledOrbitals_Weighted_Std_dev,Polarizability_Average,Polarizability_Weighted_Average,Polarizability_Max,Polarizability_Min,Polarizability_Std_dev,Polarizability_Weighted_Std_dev,Heat of formation,Energy above convex hull
Ga2Cl2S2,21.3333,21.3333,31,16,6.8475,11.8603,2.0,2.0,3,1,0.8165,1.4142,-9.6667,-9.6667,-5,-13,3.3993,5.8878,-1.6667,-1.6667,0,-3,1.2472,2.1602,-5.6667,-5.6667,-2,-8,2.6247,4.5461,3.6667,3.6667,4,3,0.4714,0.8165,0.3333,0.3333,1,0,0.4714,0.8165,0.3333,0.3333,1,0,0.4714,0.8165,0.6667,0.6667,1,0,0.4714,0.8165,0.3333,0.3333,1,0,0.4714,0.8165,8.6667,8.6667,13,6,3.0912,5.3541,15.3333,15.3333,17,13,1.6997,2.9439,2.6667,2.6667,5,1,1.6997,2.9439,28.0,28.0,51,14,16.3911,28.3901,-0.78,0.08
Cl2Ge2S2,21.6667,21.6667,32,16,7.3182,12.6754,2.3333,2.3333,3,2,0.4714,0.8165,-10.3333,-10.3333,-7,-13,2.4944,4.3205,-1.6667,-1.6667,0,-3,1.2472,2.1602,-6.0,-6.0,-3,-8,2.1602,3.7417,3.6667,3.6667,4,3,0.4714,0.8165,0.0,0.0,0,0,0.0,0.0,0.3333,0.3333,1,0,0.4714,0.8165,0.6667,0.6667,1,0,0.4714,0.8165,0.3333,0.3333,1,0,0.4714,0.8165,9.0,9.0,14,6,3.559,6.1644,15.6667,15.6667,17,14,1.2472,2.1602,2.3333,2.3333,4,1,1.2472,2.1602,24.0,24.0,39,14,10.8012,18.7083,-0.4,0.17
Hf2Cl2N2,32.0,32.0,72,7,28.5774,49.4975,2.3333,2.3333,3,1,0.9428,1.633,-10.6667,-10.6667,-6,-13,3.2998,5.7155,-1.3333,-1.3333,0,-3,1.2472,2.1602,-5.6667,-5.6667,-2,-8,2.6247,4.5461,2.6667,2.6667,4,0,1.8856,3.266,0.3333,0.3333,1,0,0.4714,0.8165,0.3333,0.3333,1,0,0.4714,0.8165,0.3333,0.3333,1,0,0.4714,0.8165,0.0,0.0,0,0,0.0,0.0,10.0,10.0,18,5,5.7155,9.8995,12.0,12.0,17,4,5.7155,9.8995,4.0,4.0,8,1,2.9439,5.099,43.3333,43.3333,109,7,46.5212,80.5771,-1.86,0.0
ZrClI,36.6667,36.6667,53,17,14.8847,25.7811,2.0,2.0,3,1,0.8165,1.4142,-10.0,-10.0,-6,-13,2.9439,5.099,-2.0,-2.0,0,-3,1.4142,2.4495,-6.0,-6.0,-3,-8,2.1602,3.7417,2.6667,2.6667,4,0,1.8856,3.266,0.3333,0.3333,1,0,0.4714,0.8165,0.6667,0.6667,1,0,0.4714,0.8165,0.6667,0.6667,1,0,0.4714,0.8165,0.3333,0.3333,1,0,0.4714,0.8165,9.3333,9.3333,17,4,5.5578,9.6264,12.6667,12.6667,17,4,6.1283,10.6145,3.3333,3.3333,8,1,3.2998,5.7155,56.3333,56.3333,121,14,46.4495,80.4529,-1.23,0.08
In2Cl2Se2,33.3333,33.3333,49,17,13.0724,22.6421,2.0,2.0,3,1,0.8165,1.4142,-9.3333,-9.3333,-5,-13,3.2998,5.7155,-1.6667,-1.6667,0,-3,1.2472,2.1602,-5.3333,-5.3333,-2,-8,2.4944,4.3205,3.3333,3.3333,4,2,0.9428,1.633,0.3333,0.3333,1,0,0.4714,0.8165,0.3333,0.3333,1,0,0.4714,0.8165,0.6667,0.6667,1,0,0.4714,0.8165,0.3333,0.3333,1,0,0.4714,0.8165,12.0,12.0,16,7,3.7417,6.4807,15.3333,15.3333,17,13,1.6997,2.9439,2.6667,2.6667,5,1,1.6997,2.9439,34.0,34.0,62,14,20.3961,35.327,-0.76,0.05
Ir2Cl2Se2,42.6667,42.6667,77,17,25.2499,43.734,2.3333,2.3333,3,2,0.4714,0.8165,-10.3333,-10.3333,-8,-13,2.0548,3.559,-2.3333,-2.3333,-2,-3,0.4714,0.8165,-6.3333,-6.3333,-5,-8,1.2472,2.1602,2.6667,2.6667,4,0,1.8856,3.266,0.0,0.0,0,0,0.0,0.0,0.3333,0.3333,1,0,0.4714,0.8165,0.6667,0.6667,1,0,0.4714,0.8165,0.0,0.0,0,0,0.0,0.0,15.3333,15.3333,23,7,6.549,11.3431,14.0,14.0,17,9,3.559,6.1644,2.0,2.0,3,1,0.8165,1.4142,30.3333,30.3333,51,14,15.4128,26.6958,-0.41,0.02
Mo2Cl2N2,22.0,22.0,42,7,14.7196,25.4951,2.6667,2.6667,3,2,0.4714,0.8165,-10.6667,-10.6667,-6,-13,3.2998,5.7155,-1.6667,-1.6667,-1,-3,0.9428,1.633,-6.3333,-6.3333,-4,-8,1.6997,2.9439,2.6667,2.6667,4,0,1.8856,3.266,0.3333,0.3333,1,0,0.4714,0.8165,0.3333,0.3333,1,0,0.4714,0.8165,0.3333,0.3333,1,0,0.4714,0.8165,0.0,0.0,0,0,0.0,0.0,6.0,6.0,7,5,0.8165,1.4142,12.6667,12.6667,17,6,4.7842,8.2865,3.3333,3.3333,6,1,2.0548,3.559,35.6667,35.6667,86,7,35.7056,61.8439,-0.62,0.04
Nb2Cl2N2,21.6667,21.6667,41,7,14.2673,24.7117,2.3333,2.3333,3,1,0.9428,1.633,-11.0,-11.0,-7,-13,2.8284,4.899,-1.3333,-1.3333,0,-3,1.2472,2.1602,-6.3333,-6.3333,-4,-8,1.6997,2.9439,2.6667,2.6667,4,0,1.8856,3.266,0.3333,0.3333,1,0,0.4714,0.8165,0.3333,0.3333,1,0,0.4714,0.8165,0.3333,0.3333,1,0,0.4714,0.8165,0.0,0.0,0,0,0.0,0.0,5.6667,5.6667,7,5,0.9428,1.633,12.3333,12.3333,17,5,5.2493,9.0921,3.6667,3.6667,7,1,2.4944,4.3205,42.3333,42.3333,106,7,45.1097,78.1324,-1.21,0.01
Nb2Cl2O2,22.0,22.0,41,8,13.9284,24.1247,2.3333,2.3333,3,1,0.9428,1.633,-12.0,-12.0,-7,-16,3.7417,6.4807,-1.6667,-1.6667,0,-3,1.2472,2.1602,-7.0,-7.0,-4,-9,2.1602,3.7417,2.6667,2.6667,4,0,1.8856,3.266,0.3333,0.3333,1,0,0.4714,0.8165,0.3333,0.3333,1,0,0.4714,0.8165,0.3333,0.3333,1,0,0.4714,0.8165,0.0,0.0,0,0,0.0,0.0,6.0,6.0,7,5,0.8165,1.4142,12.6667,12.6667,17,5,5.4365,9.4163,3.3333,3.3333,7,1,2.6247,4.5461,41.6667,41.6667,106,5,45.6387,79.0485,-1.86,0.11
Ni2Cl2S2,20.3333,20.3333,28,16,5.4365,9.4163,2.0,2.0,3,1,0.8165,1.4142,-10.3333,-10.3333,-7,-13,2.4944,4.3205,-2.0,-2.0,-1,-3,0.8165,1.4142,-6.3333,-6.3333,-4,-8,1.6997,2.9439,2.6667,2.6667,4,0,1.8856,3.266,0.3333,0.3333,1,0,0.4714,0.8165,0.3333,0.3333,1,0,0.4714,0.8165,0.6667,0.6667,1,0,0.4714,0.8165,0.0,0.0,0,0,0.0,0.0,7.6667,7.6667,10,6,1.6997,2.9439,14.3333,14.3333,17,10,3.0912,5.3541,1.6667,1.6667,2,1,0.4714,0.8165,27.0,27.0,48,14,14.9889,25.9615,-0.46,0.02
Pd2Cl2O2,23.6667,23.6667,46,8,16.2138,28.0832,2.6667,2.6667,3,2,0.4714,0.8165,-12.3333,-12.3333,-8,-16,3.2998,5.7155,-1.6667,-1.6667,0,-3,1.2472,2.1602,-7.0,-7.0,-4,-9,2.1602,3.7417,1.6667,1.6667,4,-3,3.2998,5.7155,0.3333,0.3333,1,0,0.4714,0.8165,0.3333,0.3333,1,0,0.4714,0.8165,0.3333,0.3333,1,0,0.4714,0.8165,0.0,0.0,0,0,0.0,0.0,7.6667,7.6667,10,6,1.6997,2.9439,14.3333,14.3333,17,10,3.0912,5.3541,1.0,1.0,2,0,0.8165,1.4142,17.0,17.0,32,5,11.225,19.4422,-0.36,0.1
Sc2Cl2O2,15.3333,15.3333,21,8,5.4365,9.4163,2.3333,2.3333,3,1,0.9428,1.633,-12.0,-12.0,-7,-16,3.7417,6.4807,-1.6667,-1.6667,0,-3,1.2472,2.1602,-6.6667,-6.6667,-3,-9,2.6247,4.5461,2.6667,2.6667,4,0,1.8856,3.266,0.3333,0.3333,1,0,0.4714,0.8165,0.3333,0.3333,1,0,0.4714,0.8165,0.3333,0.3333,1,0,0.4714,0.8165,0.0,0.0,0,0,0.0,0.0,5.3333,5.3333,7,3,1.6997,2.9439,12.0,12.0,17,3,6.377,11.0454,4.0,4.0,9,1,3.559,6.1644,42.0,42.0,107,5,46.1086,79.8624,-3.01,0.0
Ti4Cl4O4,15.6667,15.6667,22,8,5.7927,10.0333,2.3333,2.3333,3,1,0.9428,1.633,-12.0,-12.0,-7,-16,3.7417,6.4807,-1.6667,-1.6667,0,-3,1.2472,2.1602,-7.0,-7.0,-4,-9,2.1602,3.7417,2.6667,2.6667,4,0,1.8856,3.266,0.3333,0.3333,1,0,0.4714,0.8165,0.3333,0.3333,1,0,0.4714,0.8165,0.3333,0.3333,1,0,0.4714,0.8165,0.0,0.0,0,0,0.0,0.0,5.6667,5.6667,7,4,1.2472,2.1602,12.3333,12.3333,17,4,5.9067,10.2307,3.6667,3.6667,8,1,3.0912,5.3541,37.0,37.0,92,5,39.064,67.6609,-2.18,0.17
Pt2Cl2Se2,43.0,43.0,78,17,25.7034,44.5197,2.3333,2.3333,3,2,0.4714,0.8165,-10.6667,-10.6667,-9,-13,1.6997,2.9439,-2.3333,-2.3333,-2,-3,0.4714,0.8165,-6.3333,-6.3333,-5,-8,1.2472,2.1602,2.6667,2.6667,4,0,1.8856,3.266,0.0,0.0,0,0,0.0,0.0,0.3333,0.3333,1,0,0.4714,0.8165,0.6667,0.6667,1,0,0.4714,0.8165,0.0,0.0,0,0,0.0,0.0,15.6667,15.6667,24,7,6.9442,12.0277,14.3333,14.3333,17,10,3.0912,5.3541,1.6667,1.6667,2,1,0.4714,0.8165,28.0,28.0,44,14,12.3288,21.3542,-0.46,0.0
Ru2Cl2Se2,31.6667,31.6667,44,17,11.1455,19.3046,2.3333,2.3333,3,2,0.4714,0.8165,-10.0,-10.0,-7,-13,2.4495,4.2426,-2.0,-2.0,-1,-3,0.8165,1.4142,-5.6667,-5.6667,-3,-8,2.0548,3.559,3.0,3.0,4,1,1.4142,2.4495,0.3333,0.3333,1,0,0.4714,0.8165,0.3333,0.3333,1,0,0.4714,0.8165,0.6667,0.6667,1,0,0.4714,0.8165,0.0,0.0,0,0,0.0,0.0,10.3333,10.3333,16,7,4.0277,6.9761,13.6667,13.6667,17,8,4.0277,6.9761,2.3333,2.3333,4,1,1.2472,2.1602,35.0,35.0,65,14,21.7715,37.7094,-0.28,0.18
Sn2Cl2S2,27.6667,27.6667,50,16,15.7973,27.3618,2.0,2.0,3,1,0.8165,1.4142,-10.0,-10.0,-6,-13,2.9439,5.099,-1.6667,-1.6667,0,-3,1.2472,2.1602,-6.0,-6.0,-3,-8,2.1602,3.7417,3.3333,3.3333,4,2,0.9428,1.633,0.3333,0.3333,1,0,0.4714,0.8165,0.3333,0.3333,1,0,0.4714,0.8165,0.6667,0.6667,1,0,0.4714,0.8165,0.3333,0.3333,1,0,0.4714,0.8165,9.0,9.0,14,6,3.559,6.1644,15.6667,15.6667,17,14,1.2472,2.1602,2.3333,2.3333,4,1,1.2472,2.1602,29.6667,29.6667,56,14,18.732,32.4448,-0.58,0.13
ClSbSe,34.0,34.0,51,17,13.8804,24.0416,2.3333,2.3333,3,2,0.4714,0.8165,-10.3333,-10.3333,-8,-13,2.0548,3.559,-2.0,-2.0,-1,-3,0.8165,1.4142,-6.0,-6.0,-4,-8,1.633,2.8284,4.0,4.0,4,4,0.0,0.0,0.3333,0.3333,1,0,0.4714,0.8165,0.3333,0.3333,1,0,0.4714,0.8165,0.6667,0.6667,1,0,0.4714,0.8165,0.3333,0.3333,1,0,0.4714,0.8165,12.6667,12.6667,16,7,4.0277,6.9761,16.0,16.0,17,15,0.8165,1.4142,2.0,2.0,3,1,0.8165,1.4142,27.3333,27.3333,42,14,11.4698,19.8662,-0.41,0.14
Sn2Cl2Se2,33.6667,33.6667,50,17,13.4743,23.3381,2.0,2.0,3,1,0.8165,1.4142,-9.6667,-9.6667,-6,-13,2.8674,4.9666,-1.6667,-1.6667,0,-3,1.2472,2.1602,-5.6667,-5.6667,-3,-8,2.0548,3.559,3.3333,3.3333,4,2,0.9428,1.633,0.3333,0.3333,1,0,0.4714,0.8165,0.3333,0.3333,1,0,0.4714,0.8165,0.6667,0.6667,1,0,0.4714,0.8165,0.3333,0.3333,1,0,0.4714,0.8165,12.3333,12.3333,16,7,3.8586,6.6833,15.6667,15.6667,17,14,1.2472,2.1602,2.3333,2.3333,4,1,1.2472,2.1602,32.0,32.0,56,14,17.6635,30.5941,-0.57,0.11
Co2Li2P2,15.0,15.0,27,3,9.798,16.9706,1.0,1.0,2,0,0.8165,1.4142,-7.0,-7.0,-5,-9,1.633,2.8284,-0.6667,-0.6667,0,-1,0.4714,0.8165,-3.6667,-3.6667,-2,-5,1.2472,2.1602,1.3333,1.3333,4,0,1.8856,3.266,0.6667,0.6667,1,0,0.4714,0.8165,0.6667,0.6667,1,0,0.4714,0.8165,1.0,1.0,1,1,0.0,0.0,0.3333,0.3333,1,0,0.4714,0.8165,5.0,5.0,9,1,3.266,5.6569,8.3333,8.3333,15,1,5.7349,9.9331,2.3333,2.3333,3,1,0.9428,1.633,80.3333,80.3333,164,24,60.3343,104.502,-0.57,0.11
CrSSe,24.6667,24.6667,34,16,7.3636,12.7541,1.6667,1.6667,2,1,0.4714,0.8165,-9.3333,-9.3333,-7,-11,1.6997,2.9439,-1.3333,-1.3333,0,-2,0.9428,1.633,-5.6667,-5.6667,-4,-7,1.2472,2.1602,2.6667,2.6667,4,0,1.8856,3.266,0.3333,0.3333,1,0,0.4714,0.8165,0.3333,0.3333,1,0,0.4714,0.8165,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,9.3333,9.3333,16,6,4.714,8.165,12.6667,12.6667,16,6,4.714,8.165,3.3333,3.3333,6,2,1.8856,3.266,41.0,41.0,78,19,26.3186,45.5851,-0.42,0.15
CrSeTe,36.6667,36.6667,52,24,11.5854,20.0666,1.6667,1.6667,2,1,0.4714,0.8165,-8.6667,-8.6667,-7,-10,1.2472,2.1602,-1.3333,-1.3333,0,-2,0.9428,1.633,-5.0,-5.0,-4,-6,0.8165,1.4142,2.3333,2.3333,4,0,1.6997,2.9439,0.3333,0.3333,1,0,0.4714,0.8165,0.6667,0.6667,1,0,0.4714,0.8165,1.0,1.0,1,1,0.0,0.0,0.3333,0.3333,1,0,0.4714,0.8165,12.6667,12.6667,16,6,4.714,8.165,12.6667,12.6667,16,6,4.714,8.165,3.3333,3.3333,6,2,1.8856,3.266,47.0,47.0,78,26,22.3756,38.7556,-0.27,0.11
Cu2I2Se2,38.6667,38.6667,53,29,10.3387,17.9072,1.6667,1.6667,2,1,0.4714,0.8165,-9.6667,-9.6667,-8,-11,1.2472,2.1602,-2.0,-2.0,-1,-3,0.8165,1.4142,-5.6667,-5.6667,-4,-7,1.2472,2.1602,3.0,3.0,4,1,1.4142,2.4495,0.3333,0.3333,1,0,0.4714,0.8165,0.6667,0.6667,1,0,0.4714,0.8165,1.0,1.0,1,1,0.0,0.0,0.6667,0.6667,1,0,0.4714,0.8165,14.6667,14.6667,17,11,2.6247,4.5461,14.6667,14.6667,17,11,2.6247,4.5461,1.3333,1.3333,2,1,0.4714,0.8165,37.6667,37.6667,53,26,11.3235,19.6129,-0.0,0.15
Fe2I2S2,31.6667,31.6667,53,16,15.6276,27.0678,1.6667,1.6667,2,1,0.4714,0.8165,-9.6667,-9.6667,-7,-11,1.8856,3.266,-2.0,-2.0,-1,-3,0.8165,1.4142,-6.0,-6.0,-4,-7,1.4142,2.4495,2.6667,2.6667,4,0,1.8856,3.266,0.3333,0.3333,1,0,0.4714,0.8165,0.6667,0.6667,1,0,0.4714,0.8165,1.0,1.0,1,1,0.0,0.0,0.3333,0.3333,1,0,0.4714,0.8165,10.3333,10.3333,17,6,4.7842,8.2865,13.6667,13.6667,17,8,4.0277,6.9761,2.3333,2.3333,4,1,1.2472,2.1602,37.0,37.0,58,19,16.0624,27.8209,-0.19,0.14
Fe2Na2P2,17.3333,17.3333,26,11,6.3421,10.9848,1.0,1.0,2,0,0.8165,1.4142,-7.0,-7.0,-5,-9,1.633,2.8284,-0.6667,-0.6667,0,-1,0.4714,0.8165,-3.0,-3.0,0,-5,2.1602,3.7417,1.3333,1.3333,4,0,1.8856,3.266,0.6667,0.6667,1,0,0.4714,0.8165,1.0,1.0,2,0,0.8165,1.4142,1.0,1.0,1,1,0.0,0.0,0.3333,0.3333,1,0,0.4714,0.8165,4.6667,4.6667,8,1,2.8674,4.9666,8.0,8.0,15,1,5.7155,9.8995,2.6667,2.6667,4,1,1.2472,2.1602,81.3333,81.3333,162,24,58.7045,101.6792,-0.42,0.01
ZrSTe,36.0,36.0,52,16,14.9666,25.923,1.6667,1.6667,2,1,0.4714,0.8165,-8.6667,-8.6667,-6,-11,2.0548,3.559,-1.3333,-1.3333,0,-2,0.9428,1.633,-5.0,-5.0,-3,-7,1.633,2.8284,2.3333,2.3333,4,0,1.6997,2.9439,0.3333,0.3333,1,0,0.4714,0.8165,0.6667,0.6667,1,0,0.4714,0.8165,1.0,1.0,1,1,0.0,0.0,0.3333,0.3333,1,0,0.4714,0.8165,8.6667,8.6667,16,4,5.2493,9.0921,12.0,12.0,16,4,5.6569,9.798,4.0,4.0,8,2,2.8284,4.899,59.0,59.0,121,19,44.4522,76.9935,-1.12,0.12
Ga2I2S2,33.3333,33.3333,53,16,15.195,26.3186,1.6667,1.6667,2,1,0.4714,0.8165,-9.0,-9.0,-5,-11,2.8284,4.899,-1.6667,-1.6667,0,-3,1.2472,2.1602,-5.3333,-5.3333,-2,-7,2.357,4.0825,3.6667,3.6667,4,3,0.4714,0.8165,0.3333,0.3333,1,0,0.4714,0.8165,0.6667,0.6667,1,0,0.4714,0.8165,1.0,1.0,1,1,0.0,0.0,0.6667,0.6667,1,0,0.4714,0.8165,12.0,12.0,17,6,4.5461,7.874,15.3333,15.3333,17,13,1.6997,2.9439,2.6667,2.6667,5,1,1.6997,2.9439,34.6667,34.6667,51,19,13.0724,22.6421,-0.46,0.13
Ge2I2S2,33.6667,33.6667,53,16,15.1511,26.2425,2.0,2.0,2,2,0.0,0.0,-9.6667,-9.6667,-7,-11,1.8856,3.266,-1.6667,-1.6667,0,-3,1.2472,2.1602,-5.6667,-5.6667,-3,-7,1.8856,3.266,3.6667,3.6667,4,3,0.4714,0.8165,0.0,0.0,0,0,0.0,0.0,0.6667,0.6667,1,0,0.4714,0.8165,1.0,1.0,1,1,0.0,0.0,0.6667,0.6667,1,0,0.4714,0.8165,12.3333,12.3333,17,6,4.6428,8.0416,15.6667,15.6667,17,14,1.2472,2.1602,2.3333,2.3333,4,1,1.2472,2.1602,30.6667,30.6667,39,19,8.4984,14.7196,-0.19,0.17
Hf2I2Se2,53.0,53.0,72,34,15.5134,26.8701,1.6667,1.6667,2,1,0.4714,0.8165,-9.0,-9.0,-6,-11,2.1602,3.7417,-1.6667,-1.6667,0,-3,1.2472,2.1602,-5.0,-5.0,-2,-7,2.1602,3.7417,2.6667,2.6667,4,0,1.8856,3.266,0.3333,0.3333,1,0,0.4714,0.8165,0.6667,0.6667,1,0,0.4714,0.8165,1.0,1.0,1,1,0.0,0.0,0.3333,0.3333,1,0,0.4714,0.8165,17.0,17.0,18,16,0.8165,1.4142,12.3333,12.3333,17,4,5.9067,10.2307,3.6667,3.6667,8,1,3.0912,5.3541,56.3333,56.3333,109,26,37.3839,64.7508,-1.1,0.01
HfSTe,46.6667,46.6667,72,16,23.1709,40.1331,1.6667,1.6667,2,1,0.4714,0.8165,-8.6667,-8.6667,-6,-11,2.0548,3.559,-1.3333,-1.3333,0,-2,0.9428,1.633,-4.6667,-4.6667,-2,-7,2.0548,3.559,2.3333,2.3333,4,0,1.6997,2.9439,0.3333,0.3333,1,0,0.4714,0.8165,0.6667,0.6667,1,0,0.4714,0.8165,1.0,1.0,1,1,0.0,0.0,0.3333,0.3333,1,0,0.4714,0.8165,13.3333,13.3333,18,6,5.2493,9.0921,12.0,12.0,16,4,5.6569,9.798,4.0,4.0,8,2,2.8284,4.899,55.0,55.0,109,19,38.8844,67.3498,-1.05,0.16
F2Ge2,20.5,20.5,32,9,11.5,16.2635,2.5,2.5,3,2,0.5,0.7071,-13.0,-13.0,-7,-19,6.0,8.4853,-2.0,-2.0,0,-4,2.0,2.8284,-7.0,-7.0,-3,-11,4.0,5.6569,2.0,2.0,3,1,1.0,1.4142,0.0,0.0,0,0,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,10.5,10.5,14,7,3.5,4.9497,15.5,15.5,17,14,1.5,2.1213,2.5,2.5,4,1,1.5,2.1213,21.0,21.0,39,3,18.0,25.4558,-1.47,0.16
Ni2I2S2,32.3333,32.3333,53,16,15.4128,26.6958,1.6667,1.6667,2,1,0.4714,0.8165,-9.6667,-9.6667,-7,-11,1.8856,3.266,-2.0,-2.0,-1,-3,0.8165,1.4142,-6.0,-6.0,-4,-7,1.4142,2.4495,2.6667,2.6667,4,0,1.8856,3.266,0.3333,0.3333,1,0,0.4714,0.8165,0.6667,0.6667,1,0,0.4714,0.8165,1.0,1.0,1,1,0.0,0.0,0.3333,0.3333,1,0,0.4714,0.8165,11.0,11.0,17,6,4.5461,7.874,14.3333,14.3333,17,10,3.0912,5.3541,1.6667,1.6667,2,1,0.4714,0.8165,33.6667,33.6667,48,19,11.8415,20.5102,-0.21,0.05
Pd2I2O2,35.6667,35.6667,53,8,19.7709,34.2442,2.3333,2.3333,3,2,0.4714,0.8165,-11.6667,-11.6667,-8,-16,3.2998,5.7155,-1.6667,-1.6667,0,-3,1.2472,2.1602,-6.6667,-6.6667,-4,-9,2.0548,3.559,1.6667,1.6667,4,-3,3.2998,5.7155,0.3333,0.3333,1,0,0.4714,0.8165,0.6667,0.6667,1,0,0.4714,0.8165,0.6667,0.6667,1,0,0.4714,0.8165,0.3333,0.3333,1,0,0.4714,0.8165,11.0,11.0,17,6,4.5461,7.874,14.3333,14.3333,17,10,3.0912,5.3541,1.0,1.0,2,0,0.8165,1.4142,23.6667,23.6667,34,5,13.2246,22.9056,-0.18,0.15
Sc2I2O2,27.3333,27.3333,53,8,18.9091,32.7516,2.0,2.0,3,1,0.8165,1.4142,-11.3333,-11.3333,-7,-16,3.6818,6.377,-1.6667,-1.6667,0,-3,1.2472,2.1602,-6.3333,-6.3333,-3,-9,2.4944,4.3205,2.6667,2.6667,4,0,1.8856,3.266,0.3333,0.3333,1,0,0.4714,0.8165,0.6667,0.6667,1,0,0.4714,0.8165,0.6667,0.6667,1,0,0.4714,0.8165,0.3333,0.3333,1,0,0.4714,0.8165,8.6667,8.6667,17,3,6.0185,10.4243,12.0,12.0,17,3,6.377,11.0454,4.0,4.0,9,1,3.559,6.1644,48.6667,48.6667,107,5,42.9133,74.3281,-2.58,0.02
Pt2I2Se2,55.0,55.0,78,34,18.0185,31.209,2.0,2.0,2,2,0.0,0.0,-10.0,-10.0,-9,-11,0.8165,1.4142,-2.3333,-2.3333,-2,-3,0.4714,0.8165,-6.0,-6.0,-5,-7,0.8165,1.4142,2.6667,2.6667,4,0,1.8856,3.266,0.0,0.0,0,0,0.0,0.0,0.6667,0.6667,1,0,0.4714,0.8165,1.0,1.0,1,1,0.0,0.0,0.3333,0.3333,1,0,0.4714,0.8165,19.0,19.0,24,16,3.559,6.1644,14.3333,14.3333,17,10,3.0912,5.3541,1.6667,1.6667,2,1,0.4714,0.8165,34.6667,34.6667,44,26,7.3636,12.7541,-0.28,0.01
Ru2I2Se2,43.6667,43.6667,53,34,7.7603,13.4412,2.0,2.0,2,2,0.0,0.0,-9.3333,-9.3333,-7,-11,1.6997,2.9439,-2.0,-2.0,-1,-3,0.8165,1.4142,-5.3333,-5.3333,-3,-7,1.6997,2.9439,3.0,3.0,4,1,1.4142,2.4495,0.3333,0.3333,1,0,0.4714,0.8165,0.6667,0.6667,1,0,0.4714,0.8165,1.0,1.0,1,1,0.0,0.0,0.3333,0.3333,1,0,0.4714,0.8165,13.6667,13.6667,17,8,4.0277,6.9761,13.6667,13.6667,17,8,4.0277,6.9761,2.3333,2.3333,4,1,1.2472,2.1602,41.6667,41.6667,65,26,16.8193,29.1319,-0.1,0.14
Sn2I2S2,39.6667,39.6667,53,16,16.7796,29.0631,1.6667,1.6667,2,1,0.4714,0.8165,-9.3333,-9.3333,-6,-11,2.357,4.0825,-1.6667,-1.6667,0,-3,1.2472,2.1602,-5.6667,-5.6667,-3,-7,1.8856,3.266,3.3333,3.3333,4,2,0.9428,1.633,0.3333,0.3333,1,0,0.4714,0.8165,0.6667,0.6667,1,0,0.4714,0.8165,1.0,1.0,1,1,0.0,0.0,0.6667,0.6667,1,0,0.4714,0.8165,12.3333,12.3333,17,6,4.6428,8.0416,15.6667,15.6667,17,14,1.2472,2.1602,2.3333,2.3333,4,1,1.2472,2.1602,36.3333,36.3333,56,19,15.195,26.3186,-0.36,0.11
