Material,Z_Average,Z_Weighted_Average,Z_Max,Z_Min,Z_Std_dev,Z_Weighted_Std_dev,Electronegativity_Average,Electronegativity_Weighted_Average,Electronegativity_Max,Electronegativity_Min,Electronegativity_Std_dev,Electronegativity_Weighted_Std_dev,IonizationPotential_Average,IonizationPotential_Weighted_Average,IonizationPotential_Max,IonizationPotential_Min,IonizationPotential_Std_dev,IonizationPotential_Weighted_Std_dev,ElectronAffinity_Average,ElectronAffinity_Weighted_Average,ElectronAffinity_Max,ElectronAffinity_Min,ElectronAffinity_Std_dev,ElectronAffinity_Weighted_Std_dev,HOMO_Average,HOMO_Weighted_Average,HOMO_Max,HOMO_Min,HOMO_Std_dev,HOMO_Weighted_Std_dev,LUMO_Average,LUMO_Weighted_Average,LUMO_Max,LUMO_Min,LUMO_Std_dev,LUMO_Weighted_Std_dev,r_s_orbital_Average,r_s_orbital_Weighted_Average,r_s_orbital_Max,r_s_orbital_Min,r_s_orbital_Std_dev,r_s_orbital_Weighted_Std_dev,r_p_orbital_Average,r_p_orbital_Weighted_Average,r_p_orbital_Max,r_p_orbital_Min,r_p_orbital_Std_dev,r_p_orbital_Weighted_Std_dev,r_atomic_nonbonded_Average,r_atomic_nonbonded_Weighted_Average,r_atomic_nonbonded_Max,r_atomic_nonbonded_Min,r_atomic_nonbonded_Std_dev,r_atomic_nonbonded_Weighted_Std_dev,r_valence_lastorbital_Average,r_valence_lastorbital_Weighted_Average,r_valence_lastorbital_Max,r_valence_lastorbital_Min,r_valence_lastorbital_Std_dev,r_valence_lastorbital_Weighted_Std_dev,Valence_Average,Valence_Weighted_Average,Valence_Max,Valence_Min,Valence_Std_dev,Valence_Weighted_Std_dev,PeriodicColumn_upto18_Average,PeriodicColumn_upto18_Weighted_Average,PeriodicColumn_upto18_Max,PeriodicColumn_upto18_Min,PeriodicColumn_upto18_Std_dev,PeriodicColumn_upto18_Weighted_Std_dev,NumberUnfilledOrbitals_Average,NumberUnfilledOrbitals_Weighted_Average,NumberUnfilledOrbitals_Max,NumberUnfilledOrbitals_Min,NumberUnfilledOrbitals_Std_dev,NumberUnfilledOrbitals_Weighted_Std_dev,Polarizability_Average,Polarizability_Weighted_Average,Polarizability_Max,Polarizability_Min,Polarizability_Std_dev,Polarizability_Weighted_Std_dev,Heat of formation,Energy above convex hull
As4O6,20.5,18.0,33,8,12.5,18.0278,2.5,2.6,3,2,0.5,0.7211,-12.5,-13.2,-9,-16,3.5,5.0478,-1.5,-1.6,-1,-2,0.5,0.7211,-7.0,-7.4,-5,-9,2.0,2.8844,4.0,4.0,4,4,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.5,0.4,1,0,0.5,0.7211,0.5,0.4,1,0,0.5,0.7211,0.5,0.4,1,0,0.5,0.7211,10.5,9.6,15,6,4.5,6.49,15.5,15.6,16,15,0.5,0.7211,2.5,2.4,3,2,0.5,0.7211,17.0,14.6,29,5,12.0,17.3066,-1.22,0.0
As4S6,24.5,22.8,33,16,8.5,12.2589,2.0,2.0,2,2,0.0,0.0,-10.0,-10.2,-9,-11,1.0,1.4422,-1.5,-1.6,-1,-2,0.5,0.7211,-6.0,-6.2,-5,-7,1.0,1.4422,4.0,4.0,4,4,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.5,0.4,1,0,0.5,0.7211,1.0,1.0,1,1,0.0,0.0,0.5,0.4,1,0,0.5,0.7211,10.5,9.6,15,6,4.5,6.49,15.5,15.6,16,15,0.5,0.7211,2.5,2.4,3,2,0.5,0.7211,24.0,23.0,29,19,5.0,7.2111,-0.14,0.0
CuBr,32.0,32.0,35,29,3.0,4.2426,1.5,1.5,2,1,0.5,0.7071,-10.0,-10.0,-8,-12,2.0,2.8284,-2.0,-2.0,-1,-3,1.0,1.4142,-5.5,-5.5,-4,-7,1.5,2.1213,3.0,3.0,5,1,2.0,2.8284,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,14.0,14.0,17,11,3.0,4.2426,14.0,14.0,17,11,3.0,4.2426,1.0,1.0,1,1,0.0,0.0,37.0,37.0,53,21,16.0,22.6274,-0.22,0.06
Hg4I8,66.5,62.0,80,53,13.5,20.1246,2.0,2.0,2,2,0.0,0.0,-10.5,-10.6667,-10,-11,0.5,0.7454,-1.0,-1.6667,1,-3,2.0,2.9814,-6.5,-6.6667,-6,-7,0.5,0.7454,2.0,2.6667,4,0,2.0,2.9814,0.5,0.3333,1,0,0.5,0.7454,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,21.5,20.0,26,17,4.5,6.7082,14.5,15.3333,17,12,2.5,3.7268,0.5,0.6667,1,0,0.5,0.7454,34.0,34.0,34,34,0.0,0.0,-0.36,0.0
In2Se3,41.5,40.0,49,34,7.5,10.8167,1.5,1.6,2,1,0.5,0.7211,-7.5,-8.0,-5,-10,2.5,3.6056,-1.0,-1.2,0,-2,1.0,1.4422,-4.0,-4.4,-2,-6,2.0,2.8844,3.0,3.2,4,2,1.0,1.4422,0.5,0.4,1,0,0.5,0.7211,0.5,0.4,1,0,0.5,0.7211,1.0,1.0,1,1,0.0,0.0,0.5,0.4,1,0,0.5,0.7211,14.5,14.8,16,13,1.5,2.1633,14.5,14.8,16,13,1.5,2.1633,3.5,3.2,5,2,1.5,2.1633,44.0,40.4,62,26,18.0,25.96,-0.5,0.04
Mo2O6,25.0,16.5,42,8,17.0,26.8794,2.5,2.75,3,2,0.5,0.7906,-11.0,-13.5,-6,-16,5.0,7.9057,-1.5,-1.75,-1,-2,0.5,0.7906,-6.5,-7.75,-4,-9,2.5,3.9528,2.0,3.0,4,0,2.0,3.1623,0.5,0.25,1,0,0.5,0.7906,0.5,0.25,1,0,0.5,0.7906,0.5,0.25,1,0,0.5,0.7906,0.0,0.0,0,0,0.0,0.0,6.0,6.0,6,6,0.0,0.0,11.0,13.5,16,6,5.0,7.9057,4.0,3.0,6,2,2.0,3.1623,45.5,25.25,86,5,40.5,64.0361,-2.0,0.0
Pb4O4,45.0,45.0,82,8,37.0,52.3259,2.5,2.5,3,2,0.5,0.7071,-11.0,-11.0,-6,-16,5.0,7.0711,-1.0,-1.0,0,-2,1.0,1.4142,-6.0,-6.0,-3,-9,3.0,4.2426,3.0,3.0,4,2,1.0,1.4142,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,17.0,17.0,28,6,11.0,15.5563,15.0,15.0,16,14,1.0,1.4142,3.0,3.0,4,2,1.0,1.4142,26.0,26.0,47,5,21.0,29.6985,-1.16,0.01
Pd4I8,49.5,50.6667,53,46,3.5,5.2175,2.0,2.0,2,2,0.0,0.0,-9.5,-10.0,-8,-11,1.5,2.2361,-1.5,-2.0,0,-3,1.5,2.2361,-5.5,-6.0,-4,-7,1.5,2.2361,0.5,1.6667,4,-3,3.5,5.2175,0.5,0.3333,1,0,0.5,0.7454,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,0.5,0.6667,1,0,0.5,0.7454,13.5,14.6667,17,10,3.5,5.2175,13.5,14.6667,17,10,3.5,5.2175,0.5,0.6667,1,0,0.5,0.7454,33.0,33.3333,34,32,1.0,1.4907,-0.25,0.0
Ta4Te6,62.5,60.4,73,52,10.5,15.1433,1.5,1.6,2,1,0.5,0.7211,-8.0,-8.2,-7,-9,1.0,1.4422,-1.0,-1.2,0,-2,1.0,1.4422,-4.0,-4.2,-3,-5,1.0,1.4422,1.5,1.8,3,0,1.5,2.1633,0.5,0.4,1,0,0.5,0.7211,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,0.5,0.6,1,0,0.5,0.7211,17.5,17.2,19,16,1.5,2.1633,10.5,11.6,16,5,5.5,7.9322,4.5,4.0,7,2,2.5,3.6056,62.5,57.4,88,37,25.5,36.7766,-0.39,0.0
V4O8,15.5,13.0,23,8,7.5,11.1803,2.0,2.3333,3,1,1.0,1.4907,-11.5,-13.0,-7,-16,4.5,6.7082,-1.0,-1.3333,0,-2,1.0,1.4907,-6.5,-7.3333,-4,-9,2.5,3.7268,2.0,2.6667,4,0,2.0,2.9814,0.5,0.3333,1,0,0.5,0.7454,0.5,0.3333,1,0,0.5,0.7454,0.5,0.3333,1,0,0.5,0.7454,0.0,0.0,0,0,0.0,0.0,5.5,5.6667,6,5,0.5,0.7454,10.5,12.3333,16,5,5.5,8.1989,4.5,3.6667,7,2,2.5,3.7268,43.0,30.3333,81,5,38.0,56.6471,-2.24,0.08
Zr2Cl2,28.5,28.5,40,17,11.5,16.2635,2.0,2.0,3,1,1.0,1.4142,-9.5,-9.5,-6,-13,3.5,4.9497,-1.5,-1.5,0,-3,1.5,2.1213,-5.5,-5.5,-3,-8,2.5,3.5355,2.0,2.0,4,0,2.0,2.8284,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.0,0.0,0,0,0.0,0.0,5.5,5.5,7,4,1.5,2.1213,10.5,10.5,17,4,6.5,9.1924,4.5,4.5,8,1,3.5,4.9497,67.5,67.5,121,14,53.5,75.6604,-1.33,0.0
Ag2Au2Cl8,47.6667,32.3333,79,17,25.3158,51.2641,2.0,2.5,3,1,0.8165,1.6583,-9.6667,-11.3333,-7,-13,2.4944,5.1961,-2.0,-2.5,-1,-3,0.8165,1.6583,-5.6667,-6.8333,-4,-8,1.6997,3.5707,1.3333,2.6667,4,0,1.8856,4.0,0.6667,0.3333,1,0,0.4714,1.0,0.6667,0.3333,1,0,0.4714,1.0,0.6667,0.3333,1,0,0.4714,1.0,0.6667,0.3333,1,0,0.4714,1.0,14.3333,10.6667,25,7,7.7172,14.7986,13.0,15.0,17,11,2.8284,6.0,1.0,1.0,1,1,0.0,0.0,34.0,24.0,52,14,15.5778,32.0624,-0.39,0.0
Al2Mg2Se5,19.6667,24.4444,34,12,10.1434,19.4203,1.3333,1.5556,2,1,0.4714,0.9027,-7.3333,-8.2222,-5,-10,2.0548,3.8777,-0.3333,-0.8889,1,-2,1.2472,2.3649,-4.0,-4.6667,-2,-6,1.633,3.0551,2.0,2.6667,4,-1,2.1602,3.9158,0.6667,0.4444,1,0,0.4714,0.9027,0.6667,0.4444,1,0,0.4714,0.9027,1.0,1.0,1,1,0.0,0.0,0.6667,0.4444,1,0,0.4714,0.9027,7.0,10.0,16,2,6.377,12.2066,10.3333,12.2222,16,2,6.0185,10.9257,2.3333,2.2222,5,0,2.0548,3.5642,50.3333,42.2222,70,26,18.2635,34.6127,-1.03,0.0
Al2FeS4,18.3333,16.5714,26,13,5.5578,10.0985,1.3333,1.5714,2,1,0.4714,0.9147,-7.6667,-8.7143,-5,-11,2.4944,4.6861,-1.0,-1.2857,0,-2,0.8165,1.4983,-4.3333,-5.1429,-2,-7,2.0548,3.8253,2.3333,3.1429,4,0,1.6997,3.2608,0.6667,0.4286,1,0,0.4714,0.9147,0.6667,0.4286,1,0,0.4714,0.9147,1.0,1.0,1,1,0.0,0.0,0.3333,0.2857,1,0,0.4714,0.8207,5.6667,5.4286,8,3,2.0548,3.5828,12.3333,14.0,16,8,3.2998,6.4031,3.6667,3.1429,5,2,1.2472,2.343,44.0,34.8571,58,19,17.72,34.5366,-0.8,0.1
Al2ZnS4,19.6667,17.1429,30,13,7.4087,13.5564,1.3333,1.5714,2,1,0.4714,0.9147,-8.3333,-9.0,-5,-11,2.4944,4.4721,-0.3333,-1.0,1,-2,1.2472,2.4495,-4.6667,-5.2857,-2,-7,2.0548,3.717,2.3333,3.1429,4,0,1.6997,3.2608,0.6667,0.4286,1,0,0.4714,0.9147,0.6667,0.4286,1,0,0.4714,0.9147,1.0,1.0,1,1,0.0,0.0,0.6667,0.4286,1,0,0.4714,0.9147,7.0,6.0,12,3,3.7417,6.7082,13.6667,14.5714,16,12,1.6997,3.335,2.3333,2.5714,5,0,2.0548,3.5828,37.3333,32.0,55,19,14.7045,27.0924,-0.89,0.15
As4O12S2,19.0,14.4444,33,8,10.4243,19.7043,2.3333,2.6667,3,2,0.4714,1.0,-12.0,-13.8889,-9,-16,2.9439,6.0584,-1.6667,-1.7778,-1,-2,0.4714,0.8389,-7.0,-7.8889,-5,-9,1.633,3.2203,4.0,4.0,4,4,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.3333,0.2222,1,0,0.4714,0.8389,0.6667,0.3333,1,0,0.4714,1.0,0.3333,0.2222,1,0,0.4714,0.8389,9.0,8.0,15,6,4.2426,7.5498,15.6667,15.7778,16,15,0.4714,0.8389,2.3333,2.2222,3,2,0.4714,0.8389,17.6667,11.8889,29,5,9.8432,19.769,-1.23,0.0
Au2CaF12,36.0,19.0667,79,9,30.7354,60.78,2.0,2.7333,3,1,0.8165,1.9008,-11.3333,-16.8,-6,-19,5.5578,13.5026,-1.6667,-3.4,1,-4,2.0548,4.6562,-6.3333,-9.6667,-3,-11,3.3993,8.2463,0.0,0.7333,1,-1,0.8165,1.9008,0.6667,0.2,1,0,0.4714,1.1489,1.0,0.2667,2,0,0.8165,1.9008,0.6667,0.2,1,0,0.4714,1.1489,0.6667,0.2,1,0,0.4714,1.1489,11.3333,9.0667,25,2,9.877,17.5522,10.0,15.2,17,2,6.1644,13.9685,0.6667,0.9333,1,0,0.4714,0.9381,66.3333,17.8667,160,3,67.5886,144.0545,-1.57,0.0
BaF12Sb2,38.6667,17.7333,56,9,21.0766,51.4518,1.6667,2.6667,3,0,1.2472,2.7689,-10.6667,-16.6,-5,-19,6.0185,14.6383,-1.3333,-3.2667,1,-4,2.0548,4.8868,-6.0,-9.5333,-3,-11,3.559,8.6863,1.3333,1.2667,4,-1,2.0548,3.5609,1.0,0.2667,2,0,0.8165,1.9008,1.0,0.2667,2,0,0.8165,1.9008,0.6667,0.2,1,0,0.4714,1.1489,1.0,0.2667,2,0,0.8165,1.9008,8.0,7.7333,15,2,5.3541,9.2851,11.3333,15.7333,17,2,6.65,13.8111,1.3333,1.2,3,0,1.2472,2.1726,105.6667,26.1333,272,3,118.6882,247.4618,-2.83,0.0
Bi4B4O12,32.0,22.4,83,5,36.0832,64.6721,2.3333,2.6,3,2,0.4714,0.9381,-10.3333,-12.6,-7,-16,4.0277,8.005,-1.0,-1.4,0,-2,0.8165,1.5748,-5.3333,-6.8,-3,-9,2.6247,5.2077,2.6667,3.2,4,2,0.9428,1.8762,0.0,0.0,0,0,0.0,0.0,0.3333,0.2,1,0,0.4714,0.8485,0.3333,0.2,1,0,0.4714,0.8485,0.3333,0.2,1,0,0.4714,0.8485,12.6667,10.0,29,3,11.6142,20.6398,14.6667,15.2,16,13,1.2472,2.3495,3.3333,2.8,5,2,1.2472,2.3495,25.0,17.0,50,5,18.7083,35.242,-1.86,0.04
Co8Ta4Te8,50.6667,46.2,73,27,18.8031,33.4742,1.3333,1.4,2,1,0.4714,0.8246,-7.6667,-7.8,-7,-9,0.9428,1.6492,-1.0,-1.2,0,-2,0.8165,1.456,-4.0,-4.2,-3,-5,0.8165,1.456,1.0,1.2,3,0,1.4142,2.4739,0.6667,0.6,1,0,0.4714,0.8246,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,0.3333,0.4,1,0,0.4714,0.8246,14.6667,13.8,19,9,4.1899,7.4108,10.0,11.0,16,5,4.5461,8.0623,4.0,3.4,7,2,2.1602,3.8833,59.3333,53.6,88,37,21.2968,38.2005,-0.36,0.0
Cu2O4S,17.6667,15.1429,29,8,8.6538,15.6133,2.0,2.2857,3,1,0.8165,1.4983,-11.6667,-13.0,-8,-16,3.2998,6.1644,-1.6667,-1.7143,-1,-2,0.4714,0.8207,-6.6667,-7.2857,-4,-9,2.0548,3.717,3.0,3.1429,4,1,1.4142,2.462,0.3333,0.2857,1,0,0.4714,0.8207,0.3333,0.2857,1,0,0.4714,0.8207,0.6667,0.4286,1,0,0.4714,0.9147,0.3333,0.2857,1,0,0.4714,0.8207,7.6667,7.4286,11,6,2.357,4.1033,14.3333,14.5714,16,11,2.357,4.1033,1.6667,1.7143,2,1,0.4714,0.8207,25.6667,20.7143,53,5,20.155,35.9478,-0.88,0.02
Ga2Ge2Te2,38.3333,38.3333,52,31,9.6724,16.7531,1.6667,1.6667,2,1,0.4714,0.8165,-7.0,-7.0,-5,-9,1.633,2.8284,-0.6667,-0.6667,0,-2,0.9428,1.633,-3.3333,-3.3333,-2,-5,1.2472,2.1602,3.0,3.0,3,3,0.0,0.0,0.3333,0.3333,1,0,0.4714,0.8165,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,14.3333,14.3333,16,13,1.2472,2.1602,14.3333,14.3333,16,13,1.2472,2.1602,3.6667,3.6667,5,2,1.2472,2.1602,42.3333,42.3333,51,37,6.1824,10.7083,-0.25,0.0
Hf2Si2Te2,46.0,46.0,72,14,24.0555,41.6653,1.3333,1.3333,2,1,0.4714,0.8165,-7.3333,-7.3333,-6,-9,1.2472,2.1602,-0.6667,-0.6667,0,-2,0.9428,1.633,-3.6667,-3.6667,-2,-5,1.2472,2.1602,2.0,2.0,3,0,1.4142,2.4495,0.3333,0.3333,1,0,0.4714,0.8165,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,0.6667,0.6667,1,0,0.4714,0.8165,12.6667,12.6667,18,4,6.1824,10.7083,11.3333,11.3333,16,4,5.2493,9.0921,4.6667,4.6667,8,2,2.4944,4.3205,61.0,61.0,109,37,33.9411,58.7878,-0.72,0.0
Hf2Cl2N2,32.0,32.0,72,7,28.5774,49.4975,2.3333,2.3333,3,1,0.9428,1.633,-10.6667,-10.6667,-6,-13,3.2998,5.7155,-1.3333,-1.3333,0,-3,1.2472,2.1602,-5.6667,-5.6667,-2,-8,2.6247,4.5461,2.6667,2.6667,4,0,1.8856,3.266,0.3333,0.3333,1,0,0.4714,0.8165,0.3333,0.3333,1,0,0.4714,0.8165,0.3333,0.3333,1,0,0.4714,0.8165,0.0,0.0,0,0,0.0,0.0,10.0,10.0,18,5,5.7155,9.8995,12.0,12.0,17,4,5.7155,9.8995,4.0,4.0,8,1,2.9439,5.099,43.3333,43.3333,109,7,46.5212,80.5771,-1.86,0.0
Hg2V2O6,37.0,25.4,80,8,31.0161,57.3557,2.0,2.4,3,1,0.8165,1.5748,-11.0,-13.0,-7,-16,3.7417,7.3485,-0.3333,-1.0,1,-2,1.2472,2.4495,-6.3333,-7.4,-4,-9,2.0548,4.01,1.3333,2.4,4,0,1.8856,3.7523,0.6667,0.4,1,0,0.4714,0.9381,0.6667,0.4,1,0,0.4714,0.9381,0.6667,0.4,1,0,0.4714,0.9381,0.3333,0.2,1,0,0.4714,0.8485,12.3333,9.8,26,5,9.6724,17.3182,11.0,13.0,16,5,4.5461,8.6023,3.0,2.6,7,0,2.9439,5.1459,40.0,26.0,81,5,31.3156,59.4138,-1.69,0.04
In2Si2Te6,38.3333,43.8,52,14,17.2498,31.342,1.3333,1.6,2,1,0.4714,0.9381,-7.0,-7.8,-5,-9,1.633,3.1496,-0.6667,-1.2,0,-2,0.9428,1.8762,-3.6667,-4.2,-2,-5,1.2472,2.3495,2.6667,2.8,3,2,0.4714,0.8485,0.3333,0.2,1,0,0.4714,0.8485,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,11.0,13.0,16,4,5.099,9.4868,14.3333,15.0,16,13,1.2472,2.4495,3.6667,3.0,5,2,1.2472,2.4495,45.3333,42.0,62,37,11.7851,21.2132,-0.21,0.0
In4I4Te4,51.3333,51.3333,53,49,1.6997,2.9439,1.6667,1.6667,2,1,0.4714,0.8165,-8.3333,-8.3333,-5,-11,2.4944,4.3205,-1.6667,-1.6667,0,-3,1.2472,2.1602,-4.6667,-4.6667,-2,-7,2.0548,3.559,3.0,3.0,4,2,0.8165,1.4142,0.3333,0.3333,1,0,0.4714,0.8165,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,15.3333,15.3333,17,13,1.6997,2.9439,15.3333,15.3333,17,13,1.6997,2.9439,2.6667,2.6667,5,1,1.6997,2.9439,44.3333,44.3333,62,34,12.5521,21.7409,-0.45,0.0
Ir2Nb2Te8,56.6667,54.3333,77,41,15.0628,26.4008,1.6667,1.8333,2,1,0.4714,0.866,-8.0,-8.5,-7,-9,0.8165,1.6583,-1.3333,-1.6667,0,-2,0.9428,1.7321,-4.6667,-4.8333,-4,-5,0.4714,0.866,1.0,2.0,3,0,1.4142,3.0,0.3333,0.1667,1,0,0.4714,0.866,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,0.3333,0.6667,1,0,0.4714,1.0,14.6667,15.3333,23,5,7.4087,12.8841,10.0,13.0,16,5,4.5461,9.434,4.0,3.0,7,2,2.1602,4.1231,64.6667,50.8333,106,37,29.7807,56.8749,-0.42,0.01
PdTa2S6,45.0,32.0,73,16,23.2809,46.1844,1.6667,1.7778,2,1,0.4714,0.8389,-8.6667,-9.7778,-7,-11,1.6997,3.5172,-0.6667,-1.3333,0,-2,0.9428,2.0,-4.6667,-5.7778,-3,-7,1.6997,3.5172,0.3333,2.3333,4,-3,2.8674,6.0553,0.6667,0.3333,1,0,0.4714,1.0,0.6667,0.3333,1,0,0.4714,1.0,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,11.6667,9.3333,19,6,5.4365,10.247,10.3333,12.8889,16,5,4.4969,8.9588,3.0,2.8889,7,0,2.9439,5.1026,46.3333,35.7778,88,19,29.937,54.9811,-0.88,0.0
Mo2Ta2O11,41.0,21.2,73,8,26.5456,57.3596,2.0,2.6,3,1,0.8165,1.755,-9.6667,-13.4667,-6,-16,4.4969,10.1974,-1.0,-1.6,0,-2,0.8165,1.755,-5.3333,-7.5333,-3,-9,2.6247,5.9318,1.3333,2.9333,4,0,1.8856,4.2833,0.6667,0.2667,1,0,0.4714,1.0708,0.6667,0.2667,1,0,0.4714,1.0708,0.6667,0.2667,1,0,0.4714,1.0708,0.0,0.0,0,0,0.0,0.0,10.3333,7.7333,19,6,6.1283,11.5303,9.0,13.2,16,5,4.9666,11.2659,5.0,3.2,7,2,2.1602,4.8703,59.6667,26.8667,88,5,38.6638,87.819,-2.47,0.0
Na4As4O8,17.3333,15.0,33,8,11.1455,19.7231,1.6667,2.0,3,0,1.2472,2.2361,-10.0,-11.5,-5,-16,4.5461,8.2916,-1.0,-1.25,0,-2,0.8165,1.479,-4.6667,-5.75,0,-9,3.6818,6.6474,2.6667,3.0,4,0,1.8856,3.3166,0.3333,0.25,1,0,0.4714,0.8292,1.0,0.75,2,0,0.8165,1.479,0.6667,0.5,1,0,0.4714,0.866,0.6667,0.5,1,0,0.4714,0.866,7.3333,7.0,15,1,5.7927,10.0499,10.6667,12.0,16,1,6.8475,12.083,2.0,2.0,3,1,0.8165,1.4142,65.3333,50.25,162,5,69.0523,122.4222,-1.54,0.0
Nb2Br4O2,28.0,29.75,41,8,14.3527,25.0437,2.0,2.0,3,1,0.8165,1.4142,-11.6667,-11.75,-7,-16,3.6818,6.3787,-1.6667,-2.0,0,-3,1.2472,2.2361,-6.6667,-6.75,-4,-9,2.0548,3.562,3.0,3.5,5,0,2.1602,3.8406,0.3333,0.25,1,0,0.4714,0.8292,0.3333,0.25,1,0,0.4714,0.8292,0.6667,0.75,1,0,0.4714,0.8292,0.0,0.0,0,0,0.0,0.0,9.3333,11.25,17,5,5.4365,9.9844,12.6667,13.75,17,5,5.4365,9.6014,3.3333,2.75,7,1,2.6247,4.657,44.0,38.25,106,5,44.3246,77.4157,-1.66,0.0
Nb4Ni4Te8,40.3333,43.25,52,28,9.8093,17.7253,1.3333,1.5,2,1,0.4714,0.866,-7.6667,-8.0,-7,-9,0.9428,1.7321,-1.0,-1.25,0,-2,0.8165,1.479,-4.3333,-4.5,-4,-5,0.4714,0.866,1.0,1.5,3,0,1.4142,2.5981,0.6667,0.5,1,0,0.4714,0.866,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,0.3333,0.5,1,0,0.4714,0.866,10.3333,11.75,16,5,4.4969,8.1662,10.3333,11.75,16,5,4.4969,8.1662,3.6667,3.25,7,2,2.357,4.1458,63.6667,57.0,106,37,30.2692,53.6843,-0.47,0.0
Nb2Pd2Te10,46.3333,49.5714,52,41,4.4969,9.598,1.6667,1.8571,2,1,0.4714,0.8806,-8.0,-8.5714,-7,-9,0.8165,1.7261,-0.6667,-1.4286,0,-2,0.9428,2.0996,-4.3333,-4.7143,-4,-5,0.4714,1.0498,0.0,1.7143,3,-3,2.4495,5.1785,0.6667,0.2857,1,0,0.4714,1.0498,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,0.3333,0.7143,1,0,0.4714,1.0498,10.3333,13.5714,16,5,4.4969,9.598,10.3333,13.5714,16,5,4.4969,9.598,3.0,2.4286,7,0,2.9439,5.1942,58.3333,46.1429,106,32,33.7672,62.1811,-0.39,0.01
Nb4I2Te12,48.6667,49.6667,53,41,5.4365,9.5743,1.6667,1.7778,2,1,0.4714,0.8389,-9.0,-8.7778,-7,-11,1.633,2.8545,-1.6667,-1.6667,0,-3,1.2472,2.1602,-5.3333,-5.0,-4,-7,1.2472,2.2361,2.3333,2.4444,4,0,1.6997,2.9502,0.3333,0.2222,1,0,0.4714,0.8389,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,0.6667,0.7778,1,0,0.4714,0.8389,12.6667,13.6667,17,5,5.4365,9.5743,12.6667,13.6667,17,5,5.4365,9.5743,3.3333,3.0,7,1,2.6247,4.5826,59.0,52.0,106,34,33.2566,58.8643,-0.4,0.01
Ni2SbTe2,43.6667,42.2,52,28,11.0855,19.368,1.6667,1.6,2,1,0.4714,0.8246,-8.0,-8.0,-7,-9,0.8165,1.4142,-1.3333,-1.4,-1,-2,0.4714,0.8246,-4.3333,-4.4,-4,-5,0.4714,0.8246,2.3333,2.0,4,0,1.6997,3.0,0.6667,0.6,1,0,0.4714,0.8246,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,0.6667,0.6,1,0,0.4714,0.8246,13.6667,13.4,16,10,2.6247,4.5695,13.6667,13.4,16,10,2.6247,4.5695,2.3333,2.2,3,2,0.4714,0.8485,42.3333,42.4,48,37,4.4969,7.7897,-0.27,0.01
Ni2Ta4S10,39.0,31.75,73,16,24.5357,44.3135,1.3333,1.625,2,1,0.4714,0.9601,-8.3333,-9.5,-7,-11,1.8856,3.8406,-1.0,-1.375,0,-2,0.8165,1.5562,-4.6667,-5.625,-3,-7,1.6997,3.3796,1.3333,2.5,4,0,1.8856,3.8406,0.6667,0.375,1,0,0.4714,0.9601,0.6667,0.375,1,0,0.4714,0.9601,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,11.6667,9.75,19,6,5.4365,9.9844,10.3333,12.5,16,5,4.4969,8.6458,3.6667,3.25,7,2,2.357,4.1458,51.6667,39.875,88,19,28.2882,53.0829,-0.97,0.0
