Material,Z_Average,Z_Weighted_Average,Z_Max,Z_Min,Z_Std_dev,Z_Weighted_Std_dev,Electronegativity_Average,Electronegativity_Weighted_Average,Electronegativity_Max,Electronegativity_Min,Electronegativity_Std_dev,Electronegativity_Weighted_Std_dev,IonizationPotential_Average,IonizationPotential_Weighted_Average,IonizationPotential_Max,IonizationPotential_Min,IonizationPotential_Std_dev,IonizationPotential_Weighted_Std_dev,ElectronAffinity_Average,ElectronAffinity_Weighted_Average,ElectronAffinity_Max,ElectronAffinity_Min,ElectronAffinity_Std_dev,ElectronAffinity_Weighted_Std_dev,HOMO_Average,HOMO_Weighted_Average,HOMO_Max,HOMO_Min,HOMO_Std_dev,HOMO_Weighted_Std_dev,LUMO_Average,LUMO_Weighted_Average,LUMO_Max,LUMO_Min,LUMO_Std_dev,LUMO_Weighted_Std_dev,r_s_orbital_Average,r_s_orbital_Weighted_Average,r_s_orbital_Max,r_s_orbital_Min,r_s_orbital_Std_dev,r_s_orbital_Weighted_Std_dev,r_p_orbital_Average,r_p_orbital_Weighted_Average,r_p_orbital_Max,r_p_orbital_Min,r_p_orbital_Std_dev,r_p_orbital_Weighted_Std_dev,r_atomic_nonbonded_Average,r_atomic_nonbonded_Weighted_Average,r_atomic_nonbonded_Max,r_atomic_nonbonded_Min,r_atomic_nonbonded_Std_dev,r_atomic_nonbonded_Weighted_Std_dev,r_valence_lastorbital_Average,r_valence_lastorbital_Weighted_Average,r_valence_lastorbital_Max,r_valence_lastorbital_Min,r_valence_lastorbital_Std_dev,r_valence_lastorbital_Weighted_Std_dev,Valence_Average,Valence_Weighted_Average,Valence_Max,Valence_Min,Valence_Std_dev,Valence_Weighted_Std_dev,PeriodicColumn_upto18_Average,PeriodicColumn_upto18_Weighted_Average,PeriodicColumn_upto18_Max,PeriodicColumn_upto18_Min,PeriodicColumn_upto18_Std_dev,PeriodicColumn_upto18_Weighted_Std_dev,NumberUnfilledOrbitals_Average,NumberUnfilledOrbitals_Weighted_Average,NumberUnfilledOrbitals_Max,NumberUnfilledOrbitals_Min,NumberUnfilledOrbitals_Std_dev,NumberUnfilledOrbitals_Weighted_Std_dev,Polarizability_Average,Polarizability_Weighted_Average,Polarizability_Max,Polarizability_Min,Polarizability_Std_dev,Polarizability_Weighted_Std_dev,Heat of formation,Energy above convex hull
Ca4As4,26.5,26.5,33,20,6.5,9.1924,1.5,1.5,2,1,0.5,0.7071,-7.5,-7.5,-6,-9,1.5,2.1213,0.0,0.0,1,-1,1.0,1.4142,-4.0,-4.0,-3,-5,1.0,1.4142,1.5,1.5,4,-1,2.5,3.5355,0.5,0.5,1,0,0.5,0.7071,1.5,1.5,2,1,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,8.5,8.5,15,2,6.5,9.1924,8.5,8.5,15,2,6.5,9.1924,1.5,1.5,3,0,1.5,2.1213,94.5,94.5,160,29,65.5,92.631,-0.74,0.35
Mn2Se2,29.5,29.5,34,25,4.5,6.364,1.5,1.5,2,1,0.5,0.7071,-8.5,-8.5,-7,-10,1.5,2.1213,-1.5,-1.5,-1,-2,0.5,0.7071,-5.0,-5.0,-4,-6,1.0,1.4142,2.5,2.5,4,1,1.5,2.1213,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,11.5,11.5,16,7,4.5,6.364,11.5,11.5,16,7,4.5,6.364,3.5,3.5,5,2,1.5,2.1213,45.5,45.5,65,26,19.5,27.5772,-0.31,0.19
O8Te4,30.0,22.6667,52,8,22.0,32.7956,2.5,2.6667,3,2,0.5,0.7454,-12.5,-13.6667,-9,-16,3.5,5.2175,-2.0,-2.0,-2,-2,0.0,0.0,-7.0,-7.6667,-5,-9,2.0,2.9814,3.5,3.6667,4,3,0.5,0.7454,0.0,0.0,0,0,0.0,0.0,0.5,0.3333,1,0,0.5,0.7454,0.5,0.3333,1,0,0.5,0.7454,0.5,0.3333,1,0,0.5,0.7454,11.0,9.3333,16,6,5.0,7.4536,16.0,16.0,16,16,0.0,0.0,2.0,2.0,2,2,0.0,0.0,21.0,15.6667,37,5,16.0,23.8514,-1.09,-0.0
Ru2F8,26.5,16.0,44,9,17.5,28.8617,2.5,2.8,3,2,0.5,0.8246,-13.0,-16.6,-7,-19,6.0,9.8955,-2.5,-3.4,-1,-4,1.5,2.4739,-7.0,-9.4,-3,-11,4.0,6.597,1.0,1.0,1,1,0.0,0.0,0.5,0.2,1,0,0.5,0.8246,0.5,0.2,1,0,0.5,0.8246,0.5,0.2,1,0,0.5,0.8246,0.0,0.0,0,0,0.0,0.0,7.5,7.2,8,7,0.5,0.8246,12.5,15.2,17,8,4.5,7.4216,2.5,1.6,4,1,1.5,2.4739,34.0,15.4,65,3,31.0,51.1265,-1.85,-0.07
V2F8,16.0,11.8,23,9,7.0,11.5447,2.0,2.6,3,1,1.0,1.6492,-13.0,-16.6,-7,-19,6.0,9.8955,-2.0,-3.2,0,-4,2.0,3.2985,-7.5,-9.6,-4,-11,3.5,5.7723,0.5,0.8,1,0,0.5,0.8246,0.5,0.2,1,0,0.5,0.8246,0.5,0.2,1,0,0.5,0.8246,0.5,0.2,1,0,0.5,0.8246,0.0,0.0,0,0,0.0,0.0,6.0,6.6,7,5,1.0,1.6492,11.0,14.6,17,5,6.0,9.8955,4.0,2.2,7,1,3.0,4.9477,42.0,18.6,81,3,39.0,64.3204,-2.93,-0.09
Zr2Cl2,28.5,28.5,40,17,11.5,16.2635,2.0,2.0,3,1,1.0,1.4142,-9.5,-9.5,-6,-13,3.5,4.9497,-1.5,-1.5,0,-3,1.5,2.1213,-5.5,-5.5,-3,-8,2.5,3.5355,2.0,2.0,4,0,2.0,2.8284,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.0,0.0,0,0,0.0,0.0,5.5,5.5,7,4,1.5,2.1213,10.5,10.5,17,4,6.5,9.1924,4.5,4.5,8,1,3.5,4.9497,67.5,67.5,121,14,53.5,75.6604,-1.27,0.04
Au4I4Te4,61.3333,61.3333,79,52,12.4989,21.6487,2.0,2.0,2,2,0.0,0.0,-9.6667,-9.6667,-9,-11,0.9428,1.633,-2.3333,-2.3333,-2,-3,0.4714,0.8165,-5.6667,-5.6667,-5,-7,0.9428,1.633,2.3333,2.3333,4,0,1.6997,2.9439,0.3333,0.3333,1,0,0.4714,0.8165,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,19.3333,19.3333,25,16,4.0277,6.9761,14.6667,14.6667,17,11,2.6247,4.5461,1.3333,1.3333,2,1,0.4714,0.8165,35.6667,35.6667,37,34,1.2472,2.1602,-0.16,-0.05
Bi2MnTe4,53.3333,57.0,83,25,23.6972,41.5331,1.6667,1.8571,2,1,0.4714,0.8806,-7.6667,-8.1429,-7,-9,0.9428,1.8295,-1.3333,-1.5714,-1,-2,0.4714,0.9147,-4.3333,-4.5714,-4,-5,0.4714,0.9147,2.0,2.4286,3,1,0.8165,1.5972,0.3333,0.1429,1,0,0.4714,0.8806,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,0.6667,0.8571,1,0,0.4714,0.8806,17.3333,18.4286,29,7,9.0308,15.7564,12.6667,14.4286,16,7,4.0277,7.6145,3.3333,2.7143,5,2,1.2472,2.4117,50.6667,44.7143,65,37,11.4407,22.3374,-0.17,0.06
CrGa2S4,23.6667,21.4286,31,16,6.1283,11.3002,1.3333,1.5714,2,1,0.4714,0.9147,-7.6667,-8.7143,-5,-11,2.4944,4.6861,-0.6667,-1.1429,0,-2,0.9428,1.8295,-4.3333,-5.1429,-2,-7,2.0548,3.8253,2.3333,3.1429,4,0,1.6997,3.2608,0.6667,0.4286,1,0,0.4714,0.9147,0.6667,0.4286,1,0,0.4714,0.9147,1.0,1.0,1,1,0.0,0.0,0.3333,0.2857,1,0,0.4714,0.8207,8.3333,8.0,13,6,3.2998,5.7446,11.6667,13.7143,16,6,4.1899,8.0774,4.3333,3.4286,6,2,1.6997,3.335,49.3333,36.5714,78,19,24.1155,47.2575,-0.64,0.05
Cu2S4Sb2,32.0,28.0,51,16,14.4453,25.9615,1.6667,1.75,2,1,0.4714,0.8292,-9.0,-9.5,-8,-11,1.4142,2.5981,-1.3333,-1.5,-1,-2,0.4714,0.866,-5.0,-5.5,-4,-7,1.4142,2.5981,3.0,3.25,4,1,1.4142,2.4875,0.6667,0.5,1,0,0.4714,0.866,0.6667,0.5,1,0,0.4714,0.866,1.0,1.0,1,1,0.0,0.0,0.6667,0.5,1,0,0.4714,0.866,10.6667,9.5,15,6,3.6818,6.6895,14.0,14.5,16,11,2.1602,3.8406,2.0,2.0,3,1,0.8165,1.4142,38.0,33.25,53,19,14.1657,25.8783,-0.21,0.02
Ga2Ge2Te2,38.3333,38.3333,52,31,9.6724,16.7531,1.6667,1.6667,2,1,0.4714,0.8165,-7.0,-7.0,-5,-9,1.633,2.8284,-0.6667,-0.6667,0,-2,0.9428,1.633,-3.3333,-3.3333,-2,-5,1.2472,2.1602,3.0,3.0,3,3,0.0,0.0,0.3333,0.3333,1,0,0.4714,0.8165,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,14.3333,14.3333,16,13,1.2472,2.1602,14.3333,14.3333,16,13,1.2472,2.1602,3.6667,3.6667,5,2,1.2472,2.1602,42.3333,42.3333,51,37,6.1824,10.7083,-0.25,-0.0
Hg4W2O8,54.0,38.0,80,8,32.619,62.9285,2.3333,2.5714,3,2,0.4714,0.9147,-11.3333,-13.1429,-8,-16,3.3993,6.6701,-0.3333,-0.8571,1,-2,1.2472,2.343,-6.3333,-7.4286,-4,-9,2.0548,4.0331,1.3333,2.2857,4,0,1.8856,3.6589,0.6667,0.4286,1,0,0.4714,0.9147,0.6667,0.4286,1,0,0.4714,0.9147,0.6667,0.4286,1,0,0.4714,0.9147,0.3333,0.2857,1,0,0.4714,0.8207,17.3333,13.7143,26,6,8.3799,15.8101,11.3333,13.4286,16,6,4.1096,7.9898,2.6667,2.0,6,0,2.4944,4.4721,38.0,23.2857,75,5,28.717,55.8886,-1.43,-0.04
K2N2O6,11.3333,10.0,19,7,5.4365,9.6954,2.0,2.4,3,0,1.4142,2.5456,-11.0,-13.0,-4,-16,5.099,9.4868,-1.0,-1.4,0,-2,0.8165,1.5748,-6.0,-7.2,-2,-9,2.9439,5.5064,2.6667,3.2,4,0,1.8856,3.3941,0.6667,0.4,2,0,0.9428,1.6971,0.0,0.0,0,0,0.0,0.0,0.3333,0.2,1,0,0.4714,0.8485,0.6667,0.4,2,0,0.9428,1.6971,4.0,4.8,6,1,2.1602,3.99,10.6667,12.8,16,1,6.8475,12.4226,2.0,2.0,3,1,0.8165,1.4142,100.6667,62.4,290,5,133.8814,241.1756,-1.06,-0.46
Mg2P2S6,14.3333,15.0,16,12,1.6997,3.1623,1.6667,1.8,2,1,0.4714,0.8485,-9.0,-9.8,-7,-11,1.633,3.1496,-0.6667,-1.2,1,-2,1.2472,2.3495,-5.3333,-6.0,-4,-7,1.2472,2.4495,2.3333,3.0,4,-1,2.357,4.2426,0.3333,0.2,1,0,0.4714,0.8485,0.3333,0.2,1,0,0.4714,0.8485,1.0,1.0,1,1,0.0,0.0,0.3333,0.2,1,0,0.4714,0.8485,4.3333,5.0,6,2,1.6997,3.1623,11.0,13.0,16,2,6.377,11.5758,1.6667,1.8,3,0,1.2472,2.1726,37.6667,30.2,70,19,22.9541,41.8081,-0.77,-0.1
Mo2Ta2O11,41.0,21.2,73,8,26.5456,57.3596,2.0,2.6,3,1,0.8165,1.755,-9.6667,-13.4667,-6,-16,4.4969,10.1974,-1.0,-1.6,0,-2,0.8165,1.755,-5.3333,-7.5333,-3,-9,2.6247,5.9318,1.3333,2.9333,4,0,1.8856,4.2833,0.6667,0.2667,1,0,0.4714,1.0708,0.6667,0.2667,1,0,0.4714,1.0708,0.6667,0.2667,1,0,0.4714,1.0708,0.0,0.0,0,0,0.0,0.0,10.3333,7.7333,19,6,6.1283,11.5303,9.0,13.2,16,5,4.9666,11.2659,5.0,3.2,7,2,2.1602,4.8703,59.6667,26.8667,88,5,38.6638,87.819,-2.47,-0.06
Nb6Si2Te12,35.6667,44.9,52,14,15.9652,31.9442,1.3333,1.6,2,1,0.4714,0.9381,-7.6667,-8.2,-7,-9,0.9428,1.8762,-0.6667,-1.2,0,-2,0.9428,1.8762,-4.3333,-4.6,-4,-5,0.4714,0.9381,2.0,2.1,3,0,1.4142,2.4556,0.3333,0.3,1,0,0.4714,0.8185,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,0.6667,0.7,1,0,0.4714,0.8185,8.3333,11.5,16,4,5.4365,10.8972,11.6667,12.5,16,5,4.7842,8.4113,4.3333,3.7,7,2,2.0548,3.7242,60.0,57.7,106,37,32.5269,56.4789,-0.5,-0.07
Nb2PdSe6,40.3333,36.8889,46,34,4.9216,10.4048,1.6667,1.7778,2,1,0.4714,0.8389,-8.3333,-9.1111,-7,-10,1.2472,2.5459,-0.6667,-1.3333,0,-2,0.9428,2.0,-4.6667,-5.3333,-4,-6,0.9428,2.0,0.3333,2.3333,4,-3,2.8674,6.0553,0.6667,0.3333,1,0,0.4714,1.0,0.6667,0.3333,1,0,0.4714,1.0,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,10.3333,12.8889,16,5,4.4969,8.9588,10.3333,12.8889,16,5,4.4969,8.9588,3.0,2.8889,7,0,2.9439,5.1026,54.6667,44.4444,106,26,36.3807,65.4534,-0.73,-0.05
Ni2Ta2Te10,51.0,51.5714,73,28,18.3848,31.8587,1.3333,1.7143,2,1,0.4714,1.0498,-7.6667,-8.4286,-7,-9,0.9428,2.0996,-1.0,-1.5714,0,-2,0.8165,1.7261,-4.0,-4.5714,-3,-5,0.8165,1.7261,1.0,2.1429,3,0,1.4142,3.1494,0.6667,0.2857,1,0,0.4714,1.0498,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,0.3333,0.7143,1,0,0.4714,1.0498,15.0,15.5714,19,10,3.7417,6.5559,10.3333,13.5714,16,5,4.4969,9.598,3.6667,2.7143,7,2,2.357,4.4031,57.6667,45.8571,88,37,21.914,43.1169,-0.3,-0.02
Pt4Tl2S6,58.3333,47.5,81,16,29.9592,55.1793,2.0,2.0,2,2,0.0,0.0,-8.3333,-9.3333,-5,-11,2.4944,4.6547,-1.3333,-1.6667,0,-2,0.9428,1.7321,-4.6667,-5.5,-2,-7,2.0548,3.8406,2.0,2.3333,4,0,1.633,2.8867,0.3333,0.1667,1,0,0.4714,0.866,0.6667,0.5,1,0,0.4714,0.866,1.0,1.0,1,1,0.0,0.0,0.3333,0.1667,1,0,0.4714,0.866,19.0,15.5,27,6,9.2736,17.1683,13.0,13.5,16,10,2.4495,4.3301,3.0,2.5,5,2,1.4142,2.5981,38.0,32.6667,51,19,13.7356,25.5212,-0.46,-0.04
Sc2O13Te5,27.0,20.3,52,8,18.4572,34.0099,2.0,2.55,3,1,0.8165,1.7051,-10.6667,-13.35,-7,-16,3.8586,8.1405,-1.3333,-1.8,0,-2,0.9428,1.8221,-5.6667,-7.4,-3,-9,2.4944,5.2612,2.3333,3.35,4,0,1.6997,3.4304,0.3333,0.1,1,0,0.4714,0.911,0.6667,0.35,1,0,0.4714,0.9836,0.6667,0.35,1,0,0.4714,0.9836,0.3333,0.25,1,0,0.4714,0.8292,8.3333,8.2,16,3,5.5578,9.6291,11.6667,14.7,16,3,6.1283,11.8436,4.3333,2.7,9,2,3.2998,6.3773,49.6667,23.2,107,5,42.5937,86.8569,-1.69,0.02
Ta2I4O2,44.6667,46.75,73,8,27.1825,47.2196,2.0,2.0,3,1,0.8165,1.4142,-11.3333,-11.25,-7,-16,3.6818,6.3787,-1.6667,-2.0,0,-3,1.2472,2.2361,-6.3333,-6.5,-3,-9,2.4944,4.3301,2.6667,3.0,4,0,1.8856,3.3166,0.3333,0.25,1,0,0.4714,0.8292,0.6667,0.75,1,0,0.4714,0.8292,0.6667,0.75,1,0,0.4714,0.8292,0.3333,0.5,1,0,0.4714,0.866,14.0,14.75,19,6,5.7155,9.9844,12.6667,13.75,17,5,5.4365,9.6014,3.3333,2.75,7,1,2.6247,4.657,42.3333,40.25,88,5,34.3932,59.6799,-1.35,-0.05
Zr2Br2N2,27.3333,27.3333,40,7,14.522,25.1529,2.0,2.0,3,1,0.8165,1.4142,-10.3333,-10.3333,-6,-13,3.0912,5.3541,-1.3333,-1.3333,0,-3,1.2472,2.1602,-5.6667,-5.6667,-3,-7,1.8856,3.266,3.0,3.0,5,0,2.1602,3.7417,0.3333,0.3333,1,0,0.4714,0.8165,0.3333,0.3333,1,0,0.4714,0.8165,0.6667,0.6667,1,0,0.4714,0.8165,0.0,0.0,0,0,0.0,0.0,8.6667,8.6667,17,4,5.9067,10.2307,12.0,12.0,17,4,5.7155,9.8995,4.0,4.0,8,1,2.9439,5.099,49.6667,49.6667,121,7,50.7631,87.9242,-1.71,-0.01
Cu2As4Cl2S3,23.75,24.7273,33,16,7.3951,14.9188,2.0,2.0,3,1,0.7071,1.4142,-10.25,-10.0909,-8,-13,1.9203,3.8537,-1.75,-1.6364,-1,-3,0.8292,1.6738,-6.0,-5.9091,-4,-8,1.5811,3.1675,3.25,3.4545,4,1,1.299,2.6301,0.25,0.1818,1,0,0.433,0.8767,0.5,0.5455,1,0,0.5,1.0041,0.75,0.8182,1,0,0.433,0.8767,0.5,0.5455,1,0,0.5,1.0041,9.75,10.3636,15,6,3.562,7.2288,14.75,14.9091,17,11,2.2776,4.5663,1.75,2.0,3,1,0.8292,1.7321,28.75,27.9091,53,14,15.0062,30.0596,-0.26,0.03
Mn3C2O2,13.0,14.7143,25,6,8.5245,15.0604,2.0,1.8571,3,1,0.8165,1.4357,-11.0,-10.4286,-7,-16,3.7417,6.5559,-1.0,-1.0,0,-2,0.8165,1.4142,-6.0,-5.7143,-4,-9,2.1602,3.7742,2.6667,2.4286,4,1,1.2472,2.1992,0.3333,0.4286,1,0,0.4714,0.833,0.3333,0.4286,1,0,0.4714,0.833,0.3333,0.4286,1,0,0.4714,0.833,0.0,0.0,0,0,0.0,0.0,5.6667,5.8571,7,4,1.2472,2.1853,12.3333,11.5714,16,7,3.8586,6.8124,3.6667,3.8571,5,2,1.2472,2.1853,27.0,32.4286,65,5,26.9815,47.6698,-0.41,0.39
Y3N2O2,18.0,21.0,39,7,14.8549,26.2488,2.3333,2.1429,3,1,0.9428,1.666,-11.6667,-10.8571,-6,-16,4.1899,7.3914,-1.0,-0.8571,0,-2,0.8165,1.4357,-6.0,-5.4286,-2,-9,2.9439,5.1942,2.6667,2.2857,4,0,1.8856,3.332,0.3333,0.4286,1,0,0.4714,0.833,0.3333,0.4286,1,0,0.4714,0.833,0.3333,0.4286,1,0,0.4714,0.833,0.0,0.0,0,0,0.0,0.0,4.6667,4.4286,6,3,1.2472,2.1992,11.3333,10.1429,16,3,5.9067,10.4364,4.6667,5.2857,9,2,3.0912,5.4604,55.0,69.0,153,5,69.3013,122.4582,-2.23,0.34
Hf3C2,39.0,45.6,72,6,33.0,47.5933,1.5,1.4,2,1,0.5,0.7211,-8.0,-7.6,-6,-10,2.0,2.8844,0.0,0.0,0,0,0.0,0.0,-3.5,-3.2,-2,-5,1.5,2.1633,1.5,1.2,3,0,1.5,2.1633,0.5,0.6,1,0,0.5,0.7211,0.5,0.6,1,0,0.5,0.7211,0.5,0.6,1,0,0.5,0.7211,0.0,0.0,0,0,0.0,0.0,11.0,12.4,18,4,7.0,10.0955,9.0,8.0,14,4,5.0,7.2111,6.0,6.4,8,4,2.0,2.8844,60.0,69.8,109,11,49.0,70.6688,-0.37,0.36
Nb3N2,24.0,27.4,41,7,17.0,24.5177,2.0,1.8,3,1,1.0,1.4422,-10.0,-9.4,-7,-13,3.0,4.3267,-0.5,-0.4,0,-1,0.5,0.7211,-5.5,-5.2,-4,-7,1.5,2.1633,2.0,1.6,4,0,2.0,2.8844,0.5,0.6,1,0,0.5,0.7211,0.5,0.6,1,0,0.5,0.7211,0.5,0.6,1,0,0.5,0.7211,0.0,0.0,0,0,0.0,0.0,5.0,5.0,5,5,0.0,0.0,10.0,9.0,15,5,5.0,7.2111,5.0,5.4,7,3,2.0,2.8844,56.5,66.4,106,7,49.5,71.3899,-0.4,0.69
Zr4C3O2,18.0,21.5556,40,6,15.5778,27.6754,2.0,1.7778,3,1,0.8165,1.4656,-10.6667,-9.5556,-6,-16,4.1096,7.3736,-0.6667,-0.4444,0,-2,0.9428,1.6778,-5.6667,-5.0,-3,-9,2.4944,4.4721,2.3333,1.8889,4,0,1.6997,3.0429,0.3333,0.4444,1,0,0.4714,0.8389,0.3333,0.4444,1,0,0.4714,0.8389,0.3333,0.4444,1,0,0.4714,0.8389,0.0,0.0,0,0,0.0,0.0,4.6667,4.4444,6,4,0.9428,1.6778,11.3333,10.0,16,4,5.2493,9.3808,4.6667,5.3333,8,2,2.4944,4.4721,45.6667,58.5556,121,5,53.325,95.0213,-1.65,0.11
Sc4N3,14.0,15.0,21,7,7.0,10.0,2.0,1.8571,3,1,1.0,1.4286,-10.0,-9.5714,-7,-13,3.0,4.2857,-0.5,-0.4286,0,-1,0.5,0.7143,-5.0,-4.7143,-3,-7,2.0,2.8571,2.0,1.7143,4,0,2.0,2.8571,0.5,0.5714,1,0,0.5,0.7143,0.5,0.5714,1,0,0.5,0.7143,0.5,0.5714,1,0,0.5,0.7143,0.0,0.0,0,0,0.0,0.0,4.0,3.8571,5,3,1.0,1.4286,9.0,8.1429,15,3,6.0,8.5714,6.0,6.4286,9,3,3.0,4.2857,57.0,64.1429,107,7,50.0,71.4286,-1.49,0.18
Ag2O2,27.5,27.5,47,8,19.5,27.5772,2.0,2.0,3,1,1.0,1.4142,-11.5,-11.5,-7,-16,4.5,6.364,-1.5,-1.5,-1,-2,0.5,0.7071,-6.5,-6.5,-4,-9,2.5,3.5355,2.0,2.0,4,0,2.0,2.8284,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,8.5,8.5,11,6,2.5,3.5355,13.5,13.5,16,11,2.5,3.5355,1.5,1.5,2,1,0.5,0.7071,28.5,28.5,52,5,23.5,33.234,-0.05,0.06
Al2S2,14.5,14.5,16,13,1.5,2.1213,1.5,1.5,2,1,0.5,0.7071,-8.0,-8.0,-5,-11,3.0,4.2426,-1.0,-1.0,0,-2,1.0,1.4142,-4.5,-4.5,-2,-7,2.5,3.5355,3.5,3.5,4,3,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,4.5,4.5,6,3,1.5,2.1213,14.5,14.5,16,13,1.5,2.1213,3.5,3.5,5,2,1.5,2.1213,37.0,37.0,55,19,18.0,25.4558,-0.88,0.01
Co2F2,18.0,18.0,27,9,9.0,12.7279,2.0,2.0,3,1,1.0,1.4142,-13.0,-13.0,-7,-19,6.0,8.4853,-2.5,-2.5,-1,-4,1.5,2.1213,-7.5,-7.5,-4,-11,3.5,4.9497,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.0,0.0,0,0,0.0,0.0,8.0,8.0,9,7,1.0,1.4142,13.0,13.0,17,9,4.0,5.6569,2.0,2.0,3,1,1.0,1.4142,28.0,28.0,53,3,25.0,35.3553,-1.19,0.08
Cu2Te2,40.5,40.5,52,29,11.5,16.2635,1.5,1.5,2,1,0.5,0.7071,-8.5,-8.5,-8,-9,0.5,0.7071,-1.5,-1.5,-1,-2,0.5,0.7071,-4.5,-4.5,-4,-5,0.5,0.7071,2.0,2.0,3,1,1.0,1.4142,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,13.5,13.5,16,11,2.5,3.5355,13.5,13.5,16,11,2.5,3.5355,1.5,1.5,2,1,0.5,0.7071,45.0,45.0,53,37,8.0,11.3137,-0.0,0.09
Fe2Se2,30.0,30.0,34,26,4.0,5.6569,1.5,1.5,2,1,0.5,0.7071,-8.5,-8.5,-7,-10,1.5,2.1213,-1.5,-1.5,-1,-2,0.5,0.7071,-5.0,-5.0,-4,-6,1.0,1.4142,2.0,2.0,4,0,2.0,2.8284,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,12.0,12.0,16,8,4.0,5.6569,12.0,12.0,16,8,4.0,5.6569,3.0,3.0,4,2,1.0,1.4142,42.0,42.0,58,26,16.0,22.6274,-0.2,0.07
GeSe,33.0,33.0,34,32,1.0,1.4142,2.0,2.0,2,2,0.0,0.0,-8.5,-8.5,-7,-10,1.5,2.1213,-1.0,-1.0,0,-2,1.0,1.4142,-4.5,-4.5,-3,-6,1.5,2.1213,3.5,3.5,4,3,0.5,0.7071,0.0,0.0,0,0,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,15.0,15.0,16,14,1.0,1.4142,15.0,15.0,16,14,1.0,1.4142,3.0,3.0,4,2,1.0,1.4142,32.5,32.5,39,26,6.5,9.1924,-0.19,0.04
In2S2,32.5,32.5,49,16,16.5,23.3345,1.5,1.5,2,1,0.5,0.7071,-8.0,-8.0,-5,-11,3.0,4.2426,-1.0,-1.0,0,-2,1.0,1.4142,-4.5,-4.5,-2,-7,2.5,3.5355,3.0,3.0,4,2,1.0,1.4142,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,9.5,9.5,13,6,3.5,4.9497,14.5,14.5,16,13,1.5,2.1213,3.5,3.5,5,2,1.5,2.1213,40.5,40.5,62,19,21.5,30.4056,-0.55,0.0
PbO,45.0,45.0,82,8,37.0,52.3259,2.5,2.5,3,2,0.5,0.7071,-11.0,-11.0,-6,-16,5.0,7.0711,-1.0,-1.0,0,-2,1.0,1.4142,-6.0,-6.0,-3,-9,3.0,4.2426,3.0,3.0,4,2,1.0,1.4142,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,17.0,17.0,28,6,11.0,15.5563,15.0,15.0,16,14,1.0,1.4142,3.0,3.0,4,2,1.0,1.4142,26.0,26.0,47,5,21.0,29.6985,-0.83,0.33
Ti2S2,19.0,19.0,22,16,3.0,4.2426,1.5,1.5,2,1,0.5,0.7071,-9.0,-9.0,-7,-11,2.0,2.8284,-1.0,-1.0,0,-2,1.0,1.4142,-5.5,-5.5,-4,-7,1.5,2.1213,2.0,2.0,4,0,2.0,2.8284,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,5.0,5.0,6,4,1.0,1.4142,10.0,10.0,16,4,6.0,8.4853,5.0,5.0,8,2,3.0,4.2426,55.5,55.5,92,19,36.5,51.6188,-1.13,0.31
