Material,Z_Average,Z_Weighted_Average,Z_Max,Z_Min,Z_Std_dev,Z_Weighted_Std_dev,Electronegativity_Average,Electronegativity_Weighted_Average,Electronegativity_Max,Electronegativity_Min,Electronegativity_Std_dev,Electronegativity_Weighted_Std_dev,IonizationPotential_Average,IonizationPotential_Weighted_Average,IonizationPotential_Max,IonizationPotential_Min,IonizationPotential_Std_dev,IonizationPotential_Weighted_Std_dev,ElectronAffinity_Average,ElectronAffinity_Weighted_Average,ElectronAffinity_Max,ElectronAffinity_Min,ElectronAffinity_Std_dev,ElectronAffinity_Weighted_Std_dev,HOMO_Average,HOMO_Weighted_Average,HOMO_Max,HOMO_Min,HOMO_Std_dev,HOMO_Weighted_Std_dev,LUMO_Average,LUMO_Weighted_Average,LUMO_Max,LUMO_Min,LUMO_Std_dev,LUMO_Weighted_Std_dev,r_s_orbital_Average,r_s_orbital_Weighted_Average,r_s_orbital_Max,r_s_orbital_Min,r_s_orbital_Std_dev,r_s_orbital_Weighted_Std_dev,r_p_orbital_Average,r_p_orbital_Weighted_Average,r_p_orbital_Max,r_p_orbital_Min,r_p_orbital_Std_dev,r_p_orbital_Weighted_Std_dev,r_atomic_nonbonded_Average,r_atomic_nonbonded_Weighted_Average,r_atomic_nonbonded_Max,r_atomic_nonbonded_Min,r_atomic_nonbonded_Std_dev,r_atomic_nonbonded_Weighted_Std_dev,r_valence_lastorbital_Average,r_valence_lastorbital_Weighted_Average,r_valence_lastorbital_Max,r_valence_lastorbital_Min,r_valence_lastorbital_Std_dev,r_valence_lastorbital_Weighted_Std_dev,Valence_Average,Valence_Weighted_Average,Valence_Max,Valence_Min,Valence_Std_dev,Valence_Weighted_Std_dev,PeriodicColumn_upto18_Average,PeriodicColumn_upto18_Weighted_Average,PeriodicColumn_upto18_Max,PeriodicColumn_upto18_Min,PeriodicColumn_upto18_Std_dev,PeriodicColumn_upto18_Weighted_Std_dev,NumberUnfilledOrbitals_Average,NumberUnfilledOrbitals_Weighted_Average,NumberUnfilledOrbitals_Max,NumberUnfilledOrbitals_Min,NumberUnfilledOrbitals_Std_dev,NumberUnfilledOrbitals_Weighted_Std_dev,Polarizability_Average,Polarizability_Weighted_Average,Polarizability_Max,Polarizability_Min,Polarizability_Std_dev,Polarizability_Weighted_Std_dev,Heat of formation,Energy above convex hull
AlTe4,32.5,44.2,52,13,19.5,32.1602,1.5,1.8,2,1,0.5,0.8246,-7.0,-8.2,-5,-9,2.0,3.2985,-1.0,-1.6,0,-2,1.0,1.6492,-3.5,-4.4,-2,-5,1.5,2.4739,3.0,3.0,3,3,0.0,0.0,0.5,0.2,1,0,0.5,0.8246,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,9.5,13.4,16,3,6.5,10.7201,14.5,15.4,16,13,1.5,2.4739,3.5,2.6,5,2,1.5,2.4739,46.0,40.6,55,37,9.0,14.8432,0.01,0.24
Bi4Cu4,56.0,56.0,83,29,27.0,38.1838,1.5,1.5,2,1,0.5,0.7071,-7.5,-7.5,-7,-8,0.5,0.7071,-1.0,-1.0,-1,-1,0.0,0.0,-4.0,-4.0,-4,-4,0.0,0.0,1.5,1.5,2,1,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,20.0,20.0,29,11,9.0,12.7279,13.0,13.0,15,11,2.0,2.8284,2.0,2.0,3,1,1.0,1.4142,51.5,51.5,53,50,1.5,2.1213,0.05,0.05
Cu2S,22.5,24.6667,29,16,6.5,9.6896,1.5,1.3333,2,1,0.5,0.7454,-9.5,-9.0,-8,-11,1.5,2.2361,-1.5,-1.3333,-1,-2,0.5,0.7454,-5.5,-5.0,-4,-7,1.5,2.2361,2.5,2.0,4,1,1.5,2.2361,0.5,0.6667,1,0,0.5,0.7454,0.5,0.6667,1,0,0.5,0.7454,1.0,1.0,1,1,0.0,0.0,0.5,0.6667,1,0,0.5,0.7454,8.5,9.3333,11,6,2.5,3.7268,13.5,12.6667,16,11,2.5,3.7268,1.5,1.3333,2,1,0.5,0.7454,36.0,41.6667,53,19,17.0,25.3421,0.12,0.26
Ni2Sb2Si2,31.0,31.0,51,14,15.2534,26.4197,1.3333,1.3333,2,1,0.4714,0.8165,-7.3333,-7.3333,-7,-8,0.4714,0.8165,-0.6667,-0.6667,0,-1,0.4714,0.8165,-4.0,-4.0,-4,-4,0.0,0.0,2.3333,2.3333,4,0,1.6997,2.9439,0.6667,0.6667,1,0,0.4714,0.8165,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,0.6667,0.6667,1,0,0.4714,0.8165,9.6667,9.6667,15,4,4.4969,7.7889,13.0,13.0,15,10,2.1602,3.7417,3.0,3.0,4,2,0.8165,1.4142,42.3333,42.3333,48,37,4.4969,7.7889,0.04,0.39
FeZn2C6N6,17.25,10.9333,30,6,10.8484,25.1068,1.75,2.2,3,1,0.8292,1.8868,-9.75,-10.8667,-7,-13,2.1651,4.8722,-0.25,-0.3333,1,-1,0.8292,1.6667,-5.25,-5.7333,-4,-7,1.0897,2.3842,1.75,2.8,4,0,1.7854,4.1425,0.5,0.2,1,0,0.5,1.1662,0.5,0.2,1,0,0.5,1.1662,0.5,0.2,1,0,0.5,1.1662,0.25,0.1333,1,0,0.433,0.8969,7.25,5.7333,12,4,3.1125,6.9247,12.25,13.7333,15,8,2.681,6.1279,2.75,3.0667,4,0,1.6394,3.3393,28.5,16.1333,58,7,20.7906,48.3812,0.14,0.2
As4,33.0,33.0,33,33,0.0,0.0,2.0,2.0,2,2,0.0,0.0,-9.0,-9.0,-9,-9,0.0,0.0,-1.0,-1.0,-1,-1,0.0,0.0,-5.0,-5.0,-5,-5,0.0,0.0,4.0,4.0,4,4,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,15.0,15.0,15,15,0.0,0.0,15.0,15.0,15,15,0.0,0.0,3.0,3.0,3,3,0.0,0.0,29.0,29.0,29,29,0.0,0.0,0.04,0.04
Ge2,32.0,32.0,32,32,0.0,0.0,2.0,2.0,2,2,0.0,0.0,-7.0,-7.0,-7,-7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-3.0,-3.0,-3,-3,0.0,0.0,3.0,3.0,3,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,14.0,14.0,14,14,0.0,0.0,14.0,14.0,14,14,0.0,0.0,4.0,4.0,4,4,0.0,0.0,39.0,39.0,39,39,0.0,0.0,0.48,0.48
Si2,14.0,14.0,14,14,0.0,0.0,1.0,1.0,1,1,0.0,0.0,-7.0,-7.0,-7,-7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-4.0,-4.0,-4,-4,0.0,0.0,3.0,3.0,3,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,4.0,4.0,4,4,0.0,0.0,14.0,14.0,14,14,0.0,0.0,4.0,4.0,4,4,0.0,0.0,37.0,37.0,37,37,0.0,0.0,0.64,0.64
W3C2,40.0,46.8,74,6,34.0,49.0355,2.0,2.0,2,2,0.0,0.0,-9.0,-8.8,-8,-10,1.0,1.4422,0.0,0.0,0,0,0.0,0.0,-4.5,-4.4,-4,-5,0.5,0.7211,1.5,1.2,3,0,1.5,2.1633,0.5,0.6,1,0,0.5,0.7211,0.5,0.6,1,0,0.5,0.7211,0.5,0.6,1,0,0.5,0.7211,0.0,0.0,0,0,0.0,0.0,12.0,13.6,20,4,8.0,11.5378,10.0,9.2,14,6,4.0,5.7689,5.0,5.2,6,4,1.0,1.4422,43.0,49.4,75,11,32.0,46.1511,0.59,0.75
W3N2,40.5,47.2,74,7,33.5,48.3144,2.5,2.4,3,2,0.5,0.7211,-10.5,-10.0,-8,-13,2.5,3.6056,-0.5,-0.4,0,-1,0.5,0.7211,-5.5,-5.2,-4,-7,1.5,2.1633,2.0,1.6,4,0,2.0,2.8844,0.5,0.6,1,0,0.5,0.7211,0.5,0.6,1,0,0.5,0.7211,0.5,0.6,1,0,0.5,0.7211,0.0,0.0,0,0,0.0,0.0,12.5,14.0,20,5,7.5,10.8167,10.5,9.6,15,6,4.5,6.49,4.5,4.8,6,3,1.5,2.1633,41.0,47.8,75,7,34.0,49.0355,0.54,0.68
Mo4C3,24.0,26.5714,42,6,18.0,25.7143,2.0,2.0,2,2,0.0,0.0,-8.0,-7.7143,-6,-10,2.0,2.8571,-0.5,-0.5714,0,-1,0.5,0.7143,-4.5,-4.4286,-4,-5,0.5,0.7143,1.5,1.2857,3,0,1.5,2.1429,0.5,0.5714,1,0,0.5,0.7143,0.5,0.5714,1,0,0.5,0.7143,0.5,0.5714,1,0,0.5,0.7143,0.0,0.0,0,0,0.0,0.0,5.0,5.1429,6,4,1.0,1.4286,10.0,9.4286,14,6,4.0,5.7143,5.0,5.1429,6,4,1.0,1.4286,48.5,53.8571,86,11,37.5,53.5714,0.35,0.52
Ag2Se2,40.5,40.5,47,34,6.5,9.1924,1.5,1.5,2,1,0.5,0.7071,-8.5,-8.5,-7,-10,1.5,2.1213,-1.5,-1.5,-1,-2,0.5,0.7071,-5.0,-5.0,-4,-6,1.0,1.4142,2.0,2.0,4,0,2.0,2.8284,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,13.5,13.5,16,11,2.5,3.5355,13.5,13.5,16,11,2.5,3.5355,1.5,1.5,2,1,0.5,0.7071,39.0,39.0,52,26,13.0,18.3848,0.02,0.07
GaAs,32.0,32.0,33,31,1.0,1.4142,1.5,1.5,2,1,0.5,0.7071,-7.0,-7.0,-5,-9,2.0,2.8284,-0.5,-0.5,0,-1,0.5,0.7071,-3.5,-3.5,-2,-5,1.5,2.1213,3.5,3.5,4,3,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,14.0,14.0,15,13,1.0,1.4142,14.0,14.0,15,13,1.0,1.4142,4.0,4.0,5,3,1.0,1.4142,40.0,40.0,51,29,11.0,15.5563,0.06,0.41
Au2Br2,57.0,57.0,79,35,22.0,31.1127,2.0,2.0,2,2,0.0,0.0,-10.5,-10.5,-9,-12,1.5,2.1213,-2.5,-2.5,-2,-3,0.5,0.7071,-6.0,-6.0,-5,-7,1.0,1.4142,2.5,2.5,5,0,2.5,3.5355,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,21.0,21.0,25,17,4.0,5.6569,14.0,14.0,17,11,3.0,4.2426,1.0,1.0,1,1,0.0,0.0,28.5,28.5,36,21,7.5,10.6066,0.08,0.23
Au2S2,47.5,47.5,79,16,31.5,44.5477,2.0,2.0,2,2,0.0,0.0,-10.0,-10.0,-9,-11,1.0,1.4142,-2.0,-2.0,-2,-2,0.0,0.0,-6.0,-6.0,-5,-7,1.0,1.4142,2.0,2.0,4,0,2.0,2.8284,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,15.5,15.5,25,6,9.5,13.435,13.5,13.5,16,11,2.5,3.5355,1.5,1.5,2,1,0.5,0.7071,27.5,27.5,36,19,8.5,12.0208,0.27,0.36
BSb,28.0,28.0,51,5,23.0,32.5269,2.0,2.0,2,2,0.0,0.0,-8.0,-8.0,-8,-8,0.0,0.0,-0.5,-0.5,0,-1,0.5,0.7071,-3.5,-3.5,-3,-4,0.5,0.7071,3.0,3.0,4,2,1.0,1.4142,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,9.0,9.0,15,3,6.0,8.4853,14.0,14.0,15,13,1.0,1.4142,4.0,4.0,5,3,1.0,1.4142,31.0,31.0,42,20,11.0,15.5563,0.81,0.81
Bi2S2,49.5,49.5,83,16,33.5,47.3762,2.0,2.0,2,2,0.0,0.0,-9.0,-9.0,-7,-11,2.0,2.8284,-1.5,-1.5,-1,-2,0.5,0.7071,-5.5,-5.5,-4,-7,1.5,2.1213,3.0,3.0,4,2,1.0,1.4142,0.0,0.0,0,0,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,17.5,17.5,29,6,11.5,16.2635,15.5,15.5,16,15,0.5,0.7071,2.5,2.5,3,2,0.5,0.7071,34.5,34.5,50,19,15.5,21.9203,0.05,0.35
Bi2Se2,58.5,58.5,83,34,24.5,34.6482,2.0,2.0,2,2,0.0,0.0,-8.5,-8.5,-7,-10,1.5,2.1213,-1.5,-1.5,-1,-2,0.5,0.7071,-5.0,-5.0,-4,-6,1.0,1.4142,3.0,3.0,4,2,1.0,1.4142,0.0,0.0,0,0,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,22.5,22.5,29,16,6.5,9.1924,15.5,15.5,16,15,0.5,0.7071,2.5,2.5,3,2,0.5,0.7071,38.0,38.0,50,26,12.0,16.9706,0.13,0.46
Ir2Br2,56.0,56.0,77,35,21.0,29.6985,2.0,2.0,2,2,0.0,0.0,-10.0,-10.0,-8,-12,2.0,2.8284,-2.5,-2.5,-2,-3,0.5,0.7071,-6.0,-6.0,-5,-7,1.0,1.4142,2.5,2.5,5,0,2.5,3.5355,0.0,0.0,0,0,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,20.0,20.0,23,17,3.0,4.2426,13.0,13.0,17,9,4.0,5.6569,2.0,2.0,3,1,1.0,1.4142,36.0,36.0,51,21,15.0,21.2132,0.84,1.06
Pt2Br2,56.5,56.5,78,35,21.5,30.4056,2.0,2.0,2,2,0.0,0.0,-10.5,-10.5,-9,-12,1.5,2.1213,-2.5,-2.5,-2,-3,0.5,0.7071,-6.0,-6.0,-5,-7,1.0,1.4142,2.5,2.5,5,0,2.5,3.5355,0.0,0.0,0,0,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,20.5,20.5,24,17,3.5,4.9497,13.5,13.5,17,10,3.5,4.9497,1.5,1.5,2,1,0.5,0.7071,32.5,32.5,44,21,11.5,16.2635,0.39,0.56
W2Br2,54.5,54.5,74,35,19.5,27.5772,2.0,2.0,2,2,0.0,0.0,-10.0,-10.0,-8,-12,2.0,2.8284,-1.5,-1.5,0,-3,1.5,2.1213,-5.5,-5.5,-4,-7,1.5,2.1213,2.5,2.5,5,0,2.5,3.5355,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,18.5,18.5,20,17,1.5,2.1213,11.5,11.5,17,6,5.5,7.7782,3.5,3.5,6,1,2.5,3.5355,48.0,48.0,75,21,27.0,38.1838,0.02,0.41
Os2Cl2,46.5,46.5,76,17,29.5,41.7193,2.5,2.5,3,2,0.5,0.7071,-11.0,-11.0,-9,-13,2.0,2.8284,-2.0,-2.0,-1,-3,1.0,1.4142,-7.0,-7.0,-6,-8,1.0,1.4142,2.0,2.0,4,0,2.0,2.8284,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.0,0.0,0,0,0.0,0.0,14.5,14.5,22,7,7.5,10.6066,12.5,12.5,17,8,4.5,6.364,2.5,2.5,4,1,1.5,2.1213,35.5,35.5,57,14,21.5,30.4056,0.43,0.68
Pd2Cl2,31.5,31.5,46,17,14.5,20.5061,2.5,2.5,3,2,0.5,0.7071,-10.5,-10.5,-8,-13,2.5,3.5355,-1.5,-1.5,0,-3,1.5,2.1213,-6.0,-6.0,-4,-8,2.0,2.8284,0.5,0.5,4,-3,3.5,4.9497,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.0,0.0,0,0,0.0,0.0,8.5,8.5,10,7,1.5,2.1213,13.5,13.5,17,10,3.5,4.9497,0.5,0.5,1,0,0.5,0.7071,23.0,23.0,32,14,9.0,12.7279,0.07,0.45
Ru2Cl2,30.5,30.5,44,17,13.5,19.0919,2.5,2.5,3,2,0.5,0.7071,-10.0,-10.0,-7,-13,3.0,4.2426,-2.0,-2.0,-1,-3,1.0,1.4142,-5.5,-5.5,-3,-8,2.5,3.5355,2.5,2.5,4,1,1.5,2.1213,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.0,0.0,0,0,0.0,0.0,7.5,7.5,8,7,0.5,0.7071,12.5,12.5,17,8,4.5,6.364,2.5,2.5,4,1,1.5,2.1213,39.5,39.5,65,14,25.5,36.0624,0.13,0.51
Ru2F2,26.5,26.5,44,9,17.5,24.7487,2.5,2.5,3,2,0.5,0.7071,-13.0,-13.0,-7,-19,6.0,8.4853,-2.5,-2.5,-1,-4,1.5,2.1213,-7.0,-7.0,-3,-11,4.0,5.6569,1.0,1.0,1,1,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.0,0.0,0,0,0.0,0.0,7.5,7.5,8,7,0.5,0.7071,12.5,12.5,17,8,4.5,6.364,2.5,2.5,4,1,1.5,2.1213,34.0,34.0,65,3,31.0,43.8406,0.1,1.26
Ge2Se2,33.0,33.0,34,32,1.0,1.4142,2.0,2.0,2,2,0.0,0.0,-8.5,-8.5,-7,-10,1.5,2.1213,-1.0,-1.0,0,-2,1.0,1.4142,-4.5,-4.5,-3,-6,1.5,2.1213,3.5,3.5,4,3,0.5,0.7071,0.0,0.0,0,0,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,15.0,15.0,16,14,1.0,1.4142,15.0,15.0,16,14,1.0,1.4142,3.0,3.0,4,2,1.0,1.4142,32.5,32.5,39,26,6.5,9.1924,0.2,0.43
Os2I2,64.5,64.5,76,53,11.5,16.2635,2.0,2.0,2,2,0.0,0.0,-10.0,-10.0,-9,-11,1.0,1.4142,-2.0,-2.0,-1,-3,1.0,1.4142,-6.5,-6.5,-6,-7,0.5,0.7071,2.0,2.0,4,0,2.0,2.8284,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,19.5,19.5,22,17,2.5,3.5355,12.5,12.5,17,8,4.5,6.364,2.5,2.5,4,1,1.5,2.1213,45.5,45.5,57,34,11.5,16.2635,0.81,0.81
Pd2I2,49.5,49.5,53,46,3.5,4.9497,2.0,2.0,2,2,0.0,0.0,-9.5,-9.5,-8,-11,1.5,2.1213,-1.5,-1.5,0,-3,1.5,2.1213,-5.5,-5.5,-4,-7,1.5,2.1213,0.5,0.5,4,-3,3.5,4.9497,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,13.5,13.5,17,10,3.5,4.9497,13.5,13.5,17,10,3.5,4.9497,0.5,0.5,1,0,0.5,0.7071,33.0,33.0,34,32,1.0,1.4142,0.0,0.19
Rh2I2,49.0,49.0,53,45,4.0,5.6569,2.0,2.0,2,2,0.0,0.0,-9.5,-9.5,-8,-11,1.5,2.1213,-1.5,-1.5,0,-3,1.5,2.1213,-5.0,-5.0,-3,-7,2.0,2.8284,0.5,0.5,4,-3,3.5,4.9497,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,13.0,13.0,17,9,4.0,5.6569,13.0,13.0,17,9,4.0,5.6569,2.0,2.0,3,1,1.0,1.4142,46.0,46.0,58,34,12.0,16.9706,0.25,0.46
InP,32.0,32.0,49,15,17.0,24.0416,1.5,1.5,2,1,0.5,0.7071,-7.0,-7.0,-5,-9,2.0,2.8284,-0.5,-0.5,0,-1,0.5,0.7071,-3.5,-3.5,-2,-5,1.5,2.1213,3.0,3.0,4,2,1.0,1.4142,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,9.0,9.0,13,5,4.0,5.6569,14.0,14.0,15,13,1.0,1.4142,4.0,4.0,5,3,1.0,1.4142,43.0,43.0,62,24,19.0,26.8701,0.19,0.43
Ir2Se2,55.5,55.5,77,34,21.5,30.4056,2.0,2.0,2,2,0.0,0.0,-9.0,-9.0,-8,-10,1.0,1.4142,-2.0,-2.0,-2,-2,0.0,0.0,-5.5,-5.5,-5,-6,0.5,0.7071,2.0,2.0,4,0,2.0,2.8284,0.0,0.0,0,0,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,19.5,19.5,23,16,3.5,4.9497,12.5,12.5,16,9,3.5,4.9497,2.5,2.5,3,2,0.5,0.7071,38.5,38.5,51,26,12.5,17.6777,0.15,0.43
Ir2Te2,64.5,64.5,77,52,12.5,17.6777,2.0,2.0,2,2,0.0,0.0,-8.5,-8.5,-8,-9,0.5,0.7071,-2.0,-2.0,-2,-2,0.0,0.0,-5.0,-5.0,-5,-5,0.0,0.0,1.5,1.5,3,0,1.5,2.1213,0.0,0.0,0,0,0.0,0.0,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,19.5,19.5,23,16,3.5,4.9497,12.5,12.5,16,9,3.5,4.9497,2.5,2.5,3,2,0.5,0.7071,44.0,44.0,51,37,7.0,9.8995,0.08,0.33
Mo2Te2,47.0,47.0,52,42,5.0,7.0711,2.0,2.0,2,2,0.0,0.0,-7.5,-7.5,-6,-9,1.5,2.1213,-1.5,-1.5,-1,-2,0.5,0.7071,-4.5,-4.5,-4,-5,0.5,0.7071,1.5,1.5,3,0,1.5,2.1213,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,11.0,11.0,16,6,5.0,7.0711,11.0,11.0,16,6,5.0,7.0711,4.0,4.0,6,2,2.0,2.8284,61.5,61.5,86,37,24.5,34.6482,0.41,0.67
Ni2Te2,40.0,40.0,52,28,12.0,16.9706,1.5,1.5,2,1,0.5,0.7071,-8.0,-8.0,-7,-9,1.0,1.4142,-1.5,-1.5,-1,-2,0.5,0.7071,-4.5,-4.5,-4,-5,0.5,0.7071,1.5,1.5,3,0,1.5,2.1213,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,13.0,13.0,16,10,3.0,4.2426,13.0,13.0,16,10,3.0,4.2426,2.0,2.0,2,2,0.0,0.0,42.5,42.5,48,37,5.5,7.7782,0.17,0.37
Pt2O2,43.0,43.0,78,8,35.0,49.4975,2.5,2.5,3,2,0.5,0.7071,-12.5,-12.5,-9,-16,3.5,4.9497,-2.0,-2.0,-2,-2,0.0,0.0,-7.0,-7.0,-5,-9,2.0,2.8284,2.0,2.0,4,0,2.0,2.8284,0.0,0.0,0,0,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.0,0.0,0,0,0.0,0.0,15.0,15.0,24,6,9.0,12.7279,13.0,13.0,16,10,3.0,4.2426,2.0,2.0,2,2,0.0,0.0,24.5,24.5,44,5,19.5,27.5772,0.28,0.73
Os2S2,46.0,46.0,76,16,30.0,42.4264,2.0,2.0,2,2,0.0,0.0,-10.0,-10.0,-9,-11,1.0,1.4142,-1.5,-1.5,-1,-2,0.5,0.7071,-6.5,-6.5,-6,-7,0.5,0.7071,2.0,2.0,4,0,2.0,2.8284,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,14.0,14.0,22,6,8.0,11.3137,12.0,12.0,16,8,4.0,5.6569,3.0,3.0,4,2,1.0,1.4142,38.0,38.0,57,19,19.0,26.8701,0.06,0.35
Os2Se2,55.0,55.0,76,34,21.0,29.6985,2.0,2.0,2,2,0.0,0.0,-9.5,-9.5,-9,-10,0.5,0.7071,-1.5,-1.5,-1,-2,0.5,0.7071,-6.0,-6.0,-6,-6,0.0,0.0,2.0,2.0,4,0,2.0,2.8284,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,19.0,19.0,22,16,3.0,4.2426,12.0,12.0,16,8,4.0,5.6569,3.0,3.0,4,2,1.0,1.4142,41.5,41.5,57,26,15.5,21.9203,0.55,0.68
Os2Te2,64.0,64.0,76,52,12.0,16.9706,2.0,2.0,2,2,0.0,0.0,-9.0,-9.0,-9,-9,0.0,0.0,-1.5,-1.5,-1,-2,0.5,0.7071,-5.5,-5.5,-5,-6,0.5,0.7071,1.5,1.5,3,0,1.5,2.1213,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,19.0,19.0,22,16,3.0,4.2426,12.0,12.0,16,8,4.0,5.6569,3.0,3.0,4,2,1.0,1.4142,47.0,47.0,57,37,10.0,14.1421,0.37,0.42
Os2Te2,64.0,64.0,76,52,12.0,16.9706,2.0,2.0,2,2,0.0,0.0,-9.0,-9.0,-9,-9,0.0,0.0,-1.5,-1.5,-1,-2,0.5,0.7071,-5.5,-5.5,-5,-6,0.5,0.7071,1.5,1.5,3,0,1.5,2.1213,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,19.0,19.0,22,16,3.0,4.2426,12.0,12.0,16,8,4.0,5.6569,3.0,3.0,4,2,1.0,1.4142,47.0,47.0,57,37,10.0,14.1421,0.72,0.77
Pb2Te2,67.0,67.0,82,52,15.0,21.2132,2.0,2.0,2,2,0.0,0.0,-7.5,-7.5,-6,-9,1.5,2.1213,-1.0,-1.0,0,-2,1.0,1.4142,-4.0,-4.0,-3,-5,1.0,1.4142,2.5,2.5,3,2,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,22.0,22.0,28,16,6.0,8.4853,15.0,15.0,16,14,1.0,1.4142,3.0,3.0,4,2,1.0,1.4142,42.0,42.0,47,37,5.0,7.0711,0.06,0.48
